"","species","PC1","PC2","PC3","PC4","PC5","PC6","PC7","PC8","PC9","PC10","PC11","X.1","annual","family","origin","Functional.group","SCT","SCP","Starch","CN","Carbon","N","Mass","Length","Shape","Compact","Disp","Texture","mucilage","Perimeter","Intensity","W","area","dispcat"
"56","CASATT",2.41375271088522,-1.24616891544662,-0.327830160306654,-0.132971282780896,-0.429218606095384,0.669786177573614,-0.730607011195806,0.429924495262908,1.0246983371576,0.130815875297932,0.00844606107643055,56,"annual","Orobanchaceae","Native","Forb",1.07238052947636,-0.608966553377488,0,13.6512120932805,0.58631037212985,42.9493269992082,-1.78943217946896,0.274705185695364,-3.50283765921747,2.55443504043068,0,-1.10171466606813,0,1.16507374103779,13.748108,0.9350374,-0.259582936947331,NA
"57","CENTRI",4.12047726304585,-0.686075684595518,1.0998408485244,-0.71063814852362,0.0971930458620858,0.612602397129065,-0.329026923851787,0.344322817172738,-0.0722358800697196,0.161000410926119,-0.161580573849551,57,"annual","Asteraceae","Native","Forb",0.866025403784439,-1.36424368030233,0,11.5026589166461,0.542019230769231,47.1212121212121,-3.28038446826898,-0.700527971709654,-3.92650499775749,2.68921462495078,0,-2.3901271926102,0,0.177541567492465,10.4924025,0.37224239,-1.98011168434227,NA
"58","EPIBRA",0.69479589817417,-1.08535640880339,-0.564405500628672,0.72215073672467,0.669964587807307,-1.06076370639999,-0.34095354770759,0.466396206566727,0.517665167969048,0.239703401091951,0.202565798008234,58,"annual","Onagraceae","Native","Forb",1.04880884817015,0.802227144773952,0,12.0193064809207,0.540336963921035,44.9557522123894,-0.0474323364348889,0.903538405495452,-2.63258699117071,2.66374130438694,1,-1.05371988232544,1,1.72735155289464,11.1111555,1.3028486,0.841825945300508,NA
"59","ERILAN",-0.351073200782756,-2.38243378098337,-2.31700573747341,0.90482776081186,-0.519046538268541,0.912359105405693,-0.0736682577871696,-0.334417128185683,-0.539170750724247,1.24062073696046,0.175835591211634,59,"perennial","Asteraceae","Native","Forb",2.48997991959775,1.40140465800767,0,14.1387151310228,0.547499181669394,38.7234042553191,-1.74524172632302,0.977902837732403,-2.08500147076109,2.40102480908706,1,0.244682176775589,0,1.73167460692358,12.0670282,0.71346458,0.176962514410011,NA
"60","EUPCRE",1.47854158939488,0.759762324872449,-0.309877876766855,0.906765666021402,-0.357287147544724,0.352980028076407,-0.382330810973409,-0.223851142290827,0.343256653239462,0.0773706264323458,-0.401294278160812,60,"annual","Euphorbiaceae","Native","Forb",1.70293863659264,-0.122917431595491,0,16.0309635173059,0.49744847605225,31.0304789550073,-0.331842968237551,0.640096448045438,-4.02892873737209,2.70760613636994,0,-0.967567768499127,0,1.545108734716,14.3416118,1.4978324,0.741595476775378,NA
"61","FILCAL",2.56757521251956,-2.0342007028216,0.926828383549009,-0.770261772227781,0.108447556935561,0.588305348335166,-1.39432878667131,-0.353066390935662,-0.697709577805309,-0.531847959791808,0.19393021656056,61,"annual","Asteraceae","Native","Forb",0.645497224367903,-1.09973833391323,0,9.81630155427732,0.503667189952904,51.309262166405,-3.53247541438901,-0.395146295647733,-2.56368267950789,2.59690995660948,0,-0.689385624092392,0,0.40253863014567,20.89815,0.34122222,-1.8558694741918,NA
"62","LEPNIT",0.456882474785143,-0.698428077942507,-1.10996274114978,2.24712316189719,-0.457750733024596,-1.46173764622008,0.0699519345947875,-1.42829434387992,-0.648998558540485,-0.123649751855052,0.159538162809917,62,"annual","Brassicaceae","Native","Forb",1.73205080756888,2.7795448548704,0,12.1839416058394,0.457175897748022,37.522824102252,0.0378977230030083,0.701270645689837,-2.69448742591283,2.68505937148159,0,-0.457125248722933,1,1.55311068482785,20.332375,1.2053563,0.604020076087439,NA
"63","MICCAL",-1.16067687715338,0.167370550624856,-0.415549001731572,1.39982660934514,-0.108442354232872,1.53427413884001,-0.35615758907733,-0.118658103550242,-0.872522070128364,0.138023432468031,-0.0208460313755135,63,"annual","Asteraceae","Native","Forb",2.30217288664427,-0.0888827304200882,0,22.1521121760738,0.438681898066784,19.8031634446397,-0.294136188858246,0.94227562131013,-2.68322533244877,2.62183561796761,1,0.526197638613817,0,1.81370629934543,37.932685,1.6839538,1.06217289871369,NA
"64","NAVJEP",0.049409090230685,-0.350326687294902,-0.440166784521367,0.708647016305691,0.5898497771099,-0.0561151750711543,-0.742061390891926,-0.129692475723173,-0.636430426152551,0.267973851825415,0.126617935333437,64,"annual","Polemoniaceae","Native","Forb",1.67332005306815,0.130332391159668,0,13.2424995714041,0.473741183685986,35.7743023612389,-0.400141802076819,0.781482410036716,-2.59761028967591,2.68226415015408,1,-0.218878820719297,0,1.52071148012297,37.832402,0.94390033,0.355492625275396,NA
"65","SILGAL",2.09862639550221,0.776020446237117,1.76090064468213,-1.09875530062284,-1.49393137053325,-0.00881450260971138,0.905557212131621,-0.0822799382050675,0.0919298608351199,0.796759257755998,0.015721454546968,65,"annual","Caryophyllaceae","Native","Forb",1.34164078649987,-1.07219527094696,1,16.3532254167673,0.46760621761658,28.594127806563,-1.33005056294423,-0.100906847975346,-4.06060613461544,2.64062290977872,0,-2.97187702609011,0,0.87254233461121,9.9715766,0.66471857,-0.753495368087859,NA
"66","TRIHIR",0.492447896871612,2.4833517435763,-0.160232918453262,-0.997248930678497,1.0670555306615,0.874904736267375,-0.0429489529658808,-0.173267316094856,-0.592310149866285,0.330407000842779,0.0477650333572045,66,"annual","Fabaceae","Non-Native","N-fixer",2.25831795812724,-2.30488152136461,0,12.879504950495,0.415070197830249,32.2271857051691,0.978081732030362,0.699070453292169,-3.80788818980569,2.70994107198443,1,-1.69176584299159,0,1.59038207781884,32.910379,1.5421471,0.82982218934142,NA
"67","VELRIG",1.32318140046614,-0.320487443829284,0.807551771736438,-0.977988483472864,0.209080653406443,-0.26418407496667,0.527294724045442,-0.492990900768129,-1.29102994243592,-1.34446849933766,-0.379750929755416,67,"annual","Caryophyllaceae","Non-Native","Forb",1.09544511501033,-0.82458707975815,0,12.9515067544164,0.402631012203877,31.0875807609476,-1.79488769034705,0.433175601336751,-2.32908598888855,2.65253641508029,0,-2.4370855149759,0,1.20037948608378,8.0841766,0.54063778,-0.449366040822713,NA
