"","species","PC1","PC2","PC3","PC4","PC5","PC6","PC7","PC8","PC9","PC10","PC11"
"LOLMUL","LOLMUL","-3.4340086774382","0.30607368888911","1.45381579235122","0.647408386995026","-0.368933189197155","0.387857690584449","1.09857297054696","0.869522980175131","-0.416793421158052","0.815175633866665","-0.166956829585516"
"LOMMAR","LOMMAR","-1.94140665117181","1.13970239530629","-1.32349674414437","0.988572255280176","1.43340742948153","-0.46211108525205","0.704155630021052","-0.165955068780518","0.239370720078879","1.05748649394872","0.616917572794686"
"LOTHUM","LOTHUM","0.417443956895386","1.84866950637563","-0.0161659059153558","-0.613934195663669","0.405575872439156","0.379582312669362","0.663833983504846","-0.532778790126234","-0.316283336182325","-0.947118783793218","-0.0614810457541246"
"MEDPOL","MEDPOL","0.756081866538866","0.423769801064404","-0.753196406932437","-1.26420006556689","1.31078222591803","-1.0268026638861","-0.165691077107036","0.866887152816829","0.466410461132828","-0.17921459204093","-0.307101161007667"
"MICDOU","MICDOU","-1.70662753950356","-0.284135643101007","-2.06188727782916","0.251125959638883","-0.605646518003882","0.716166027154825","-1.12779346080373","0.969263318745088","-0.351032381379526","0.107744888644282","0.0794187866083048"
"MIMDOU","MIMDOU","0.236338356881396","0.37887156681932","1.59409086350824","1.42945098852397","0.0427745124473298","0.158383479211149","-1.97744169612461","1.24126408212398","0.485472590905547","-1.23557224065669","-1.04763910331128"
"MIMGUT","MIMGUT","3.9316049813053","-0.888421237775546","0.646861649307344","-0.650359650016375","-0.0522960918655323","0.875606863444694","0.0139284655300317","0.522347795240186","-0.275552593804628","0.355785538670556","0.271892549883788"
"NASPUL","NASPUL","-2.64200081549353","0.463043861483639","1.34318235047581","-1.19174584574301","0.911169006582557","-1.16762733726646","1.27104031468457","0.46344086079654","-0.158423142367083","0.526270808682424","-0.330839646046086"
"PETPRO","PETPRO","-1.61596095737846","-0.0484777751082114","3.69610313409678","-0.959036628783221","0.396906629445205","0.744635934072199","-1.76374449850833","-2.13865223124517","-0.84616842054278","0.688394350232655","-0.176262640540194"
"PHLGRA","PHLGRA","-0.207439403874677","-0.293213328237563","0.559951916701403","0.671434297318042","-1.75085308448478","-2.43575971259454","-0.0228713299008404","-0.23308030114711","0.129637024161538","0.0813585789982868","-0.294185834617987"
"PLAERE","PLAERE","0.467534797388026","0.285282549952142","-1.38718657113045","1.87725989267727","-0.957818639001058","-1.79490515102851","-1.66352280311575","-0.783847117340865","-0.971953100028091","-0.0838631684467178","0.123683367490397"
"SISBEL","SISBEL","0.956879771824157","2.22664244511774","-0.759139830997711","0.82237347676404","-0.494956755630782","0.676623488080547","-0.0860567286068342","-0.546710075512793","0.340831751760726","0.158922589156301","0.116357441520422"
"TAECAP","TAECAP","-3.51088602515398","0.798311434373954","1.45002642085484","0.160060771434149","-1.15210621013615","0.264680336325292","0.874821209441249","0.79155195486518","-0.506496454142222","-0.489669952631349","0.118330632027237"
"THYCUR","THYCUR","-0.961210888332245","0.146060125301132","1.69836037217125","2.26829208440422","-0.712184062915886","1.61334899798395","-1.28563572442855","1.55009420410941","-0.108201600821294","-1.13377101049015","0.30316509884148"
"TRIALB","TRIALB","0.528594032745039","0.72814585634637","-0.360160498623894","-1.01132834653695","1.3476154955239","-0.555490801507352","0.0866123420742421","0.285817345342419","-0.600638433565063","-0.0892101140097936","-0.348351959496081"
"TRIFUC","TRIFUC","-0.502158650428413","1.72739240326025","0.683343065941665","-0.169158310016508","1.28136096163165","0.895316798463005","1.15377412830811","-0.207547767587391","0.505244473358078","-0.633252663345632","-0.377919249693912"
"TRIGRA","TRIGRA","0.0431126957814992","0.885440965465555","0.557459093494606","-0.49583266223684","1.27611005251368","0.277435981164059","0.300907693854958","-0.452464753370848","-0.793056606566344","-0.3471857934357","-0.190423165195974"
"TRIWIL","TRIWIL","0.566715121041051","0.703458064071193","0.63048364843405","0.00976417670976357","1.49407280559266","-0.940786084376135","0.111317228936497","-0.892372832028397","0.149605476748384","-0.313318361585537","-0.138346267427162"
"UROLIN","UROLIN","-3.92317339574486","-1.73915048713852","-2.72316264862428","-0.807058861310161","-0.831301212114803","2.27784358524575","-1.03650106648249","-1.3269044955182","0.648889061276023","-0.318929890289893","-0.196118374357516"
"VICVIL","VICVIL","-0.0195225205640547","4.52475990553226","-1.39114743313723","-0.808295373388525","0.197025572292786","0.334379593764991","-0.56363461533607","-0.715291345331407","0.251858511846253","-0.349641227060665","0.0655181075285852"
"VIODOU","VIODOU","0.0761558386037049","0.850830101225072","-1.77372799703205","0.253835947709502","-0.234453598919628","0.0310179234767478","1.58823956708983","0.185460966198298","0.267452947639529","-0.226238703570389","-0.355452047186408"
"VULMIC","VULMIC","-2.7840374076592","-2.29252725426282","-0.00741675772439976","-2.57991398998211","-1.10556345579778","-0.078794515987441","-1.29703665915705","-0.91642677145276","1.32068236070218","-0.102741571986078","0.0219661542047058"
"ZIGFRE","ZIGFRE","1.27275294406317","-1.52072090277077","1.6714081900476","0.76321485703272","-2.30162061683887","-0.103084993581906","0.405562307443137","0.653732754353042","0.516645848441498","0.576283571522139","-0.220271651721178"
"RIGLEP","RIGLEP","-1.09099306468221","-1.30208338105917","-0.737798603246562","-0.685035608348229","0.488653708718827","0.0068349185340183","-0.255790802187428","0.200743327827406","-0.0390302448408829","-0.614013344184902","0.203659196879746"
"SIDDIP","SIDDIP","-0.464273299580941","0.610512035087851","0.546665561012105","1.83161664426535","1.54484984539753","-0.806769952216626","-0.432069028853494","-0.859132050469714","1.44329399109228","0.684692693568451","0.0321680267054893"
"ANCFIL","ANCFIL","1.12456982513879","-0.771477019379601","-0.914845568275912","-0.575412416634491","0.0542129286619316","-0.393943209662085","0.677655095980091","-0.285567934894159","-0.570079396282933","-0.342849592827577","0.0461997256978781"
"ATHPUS","ATHPUS","-0.0912617870661831","-0.613240614008074","0.438072968642444","0.320292515725148","0.560491904015171","-0.329160031469183","-0.414312851809273","0.551845126285113","-0.727112776652103","-0.520815104688651","0.55665860045406"
"BROMAD","BROMAD","-2.75016675194439","-0.538108245200691","0.746694990694368","-0.496558172485545","-0.535787419928792","-1.07205699594303","1.62637056013343","-0.0122813179911487","-0.266130812537464","0.027980644473722","0.445903361653859"
"CASATT","CASATT","2.35049323429858","-1.27179667008823","-0.343996147248016","-0.148498263673817","-0.394139437664242","0.74436527663491","0.661037486861101","0.452891750486294","1.02926619752807","0.000919023040224464","-0.00518906478698435"
"CENTRI","CENTRI","4.08297082423777","-0.715854579649896","1.05460378430523","-0.665941827844688","0.219066044596804","0.69874774953345","0.208994808259427","0.342102059866529","-0.0217064849473851","0.156061723094621","0.165946099728661"
"EPIBRA","EPIBRA","0.64155081718051","-1.09354233064159","-0.586233883655643","0.728986239268226","0.618962003251572","-1.03757601267451","0.411083045610743","0.475687247946724","0.525464170098412","0.185357050091683","-0.203351060224045"
"ERILAN","ERILAN","-0.446724078251403","-2.39736936818902","-2.26854043527962","0.84263763883868","-0.647571650535752","0.874378680761247","-0.0226788856068332","-0.347860457347014","-0.364830944473512","1.30406081829141","-0.1773912923775"
"EUPCRE","EUPCRE","1.45035203565174","0.740490100627928","-0.344586020337134","0.878330399498715","-0.435606570149826","0.355013378056685","0.369424638341528","-0.205394963602884","0.341489192673992","0.0347121981603936","0.401734097279728"
"FILCAL","FILCAL","2.51636267533499","-2.05829994025292","0.901334953182422","-0.69779820949889","0.27176466805098","0.790429084408867","1.29084406464021","-0.318835317494695","-0.7686865823537","-0.443927838119546","-0.194083494641921"
"LEPNIT","LEPNIT","0.424950484292821","-0.711921915180669","-1.13330920877169","2.10607257036221","-0.636583208454333","-1.529524570241","0.115004986323922","-1.42739398277006","-0.681212288978545","-0.0365367602594961","-0.163523618373861"
"MICCAL","MICCAL","-1.19878079591051","0.167561285647798","-0.411348145201815","1.44900046385582","-0.2817111642898","1.49386990157845","0.208170915847395","-0.103535330722766","-0.859583165582699","0.256647609190909","0.0170639256896573"
"NAVJEP","NAVJEP","0.00784626309310581","-0.360783948024041","-0.457495851741591","0.762716181334615","0.539092400343015","0.00850682294308697","0.712406259999064","-0.111070343301153","-0.615891286801484","0.356742607140526","-0.130045116738355"
"SILGAL","SILGAL","2.09695135224937","0.782913848382891","1.79404217457967","-1.24155807784784","-1.40755500845535","-0.0928527270931164","-0.823384189422935","-0.109917374681234","0.200741900086667","0.762124126791654","-0.0154836546046031"
"TRIHIR","TRIHIR","0.461973554072782","2.47409401617682","-0.170652478848598","-0.845555736656628","1.12952495803439","0.93142942911756","-0.0803461944741426","-0.178909299391346","-0.519879880102435","0.399676546745749","-0.0476104084036806"
"VELRIG","VELRIG","1.2848538384679","-0.323597941718455","0.802627086545759","-0.95155023475341","0.341534822772652","-0.25485764228395","-0.529447292361262","-0.516291402066444","-1.42913944849167","-1.183575846586","0.379715270763817"
