"IDnum","clean_code","H","L","LH_L","W","area_LW","Perimeter1","Hue","PCof19WL","texture","Rectangularity1","LH_Circle","LW_Circle","Compactness Ellipse","BetaShape_a","BetaShape_b","Saturation","LH_area","Org.Filename","Org.Filename2","shape"
43,"LOTHUM",1.196493,2.215729,2.348672,1.905527,3.24613,5.96031,1.330978,11.29733,0.2331822,0.8406329,0.4719579,0.8352419,0.9881769,1.405073,1.336871,18.86614,1.9736,"LOTHUM_LW_Amy1","LOTHUM_LH_Amy1",0.0342950382525693
43,"LOTHUM",1.285123,2.215729,2.304358,1.994156,3.269696,5.716579,1.358716,11.56608,0.3304173,0.8089749,0.5439777,0.8799703,0.9978248,1.603563,1.548033,16.99177,2.081608,"LOTHUM_LW_Amy1","LOTHUM_LH_Amy1",0.0342950382525693
43,"LOTHUM",1.240808,2.348672,2.392987,1.949841,3.473929,6.026782,1.318866,11.91448,0.2292177,0.7964568,0.4960101,0.8044736,0.9952583,1.592975,1.573663,19.8675,2.083572,"LOTHUM_LW_Amy1","LOTHUM_LH_Amy1",0.0342950382525693
43,"LOTHUM",1.196493,2.437301,2.570245,2.1271,3.82741,6.381298,1.532557,9.262453,0.4293749,0.8152781,0.4520796,0.8439816,0.9953285,1.615376,1.54405,11.37938,2.128739,"LOTHUM_LW_Amy1","LOTHUM_LH_Amy1",0.0342950382525693
43,"LOTHUM",1.329437,2.392987,2.260043,2.03847,3.91578,6.514242,1.411637,13.35518,0.4133985,0.8360587,0.5481637,0.8310206,0.9949039,1.335457,1.297279,19.08418,2.154268,"LOTHUM_LW_Amy1","LOTHUM_LH_Amy1",0.0342950382525693
43,"LOTHUM",1.462381,2.570245,2.171414,2.082785,4.015933,6.6915,1.503812,9.172177,0.321732,0.779939,0.6697242,0.7872924,0.9962882,1.565375,1.493606,10.63142,2.169978,"LOTHUM_LW_Amy1","LOTHUM_LH_Amy1",0.0342950382525693
43,"LOTHUM",1.506695,2.481616,2.437301,2.171414,4.114121,6.713657,1.358622,11.46311,0.4020269,0.7992052,0.6057968,0.8736783,0.9910536,1.557512,1.466402,19.99227,2.437052,"LOTHUM_LW_Amy1","LOTHUM_LH_Amy1",0.0342950382525693
43,"LOTHUM",1.595325,2.61456,2.392987,2.260043,4.449928,7.046017,1.405438,12.20781,0.2509643,0.8274604,0.6580369,0.8202544,0.99103,1.436639,1.333347,20.46805,2.700199,"LOTHUM_LW_Amy1","LOTHUM_LH_Amy1",0.0342950382525693
43,"LOTHUM",1.728268,2.570245,2.570245,2.348672,4.581501,7.112489,1.392878,12.71463,0.3498949,0.7973722,0.6372906,0.86822,0.9915593,1.492406,1.330111,17.04817,3.401269,"LOTHUM_LW_Amy1","LOTHUM_LH_Amy1",0.0342950382525693
44,"MEDPOL",0.930606,2.703189,3.013391,1.639639,3.438581,6.336984,1.322985,23.65544,0.06502922,0.8106481,0.2839791,0.5966434,0.9899896,1.377857,1.343773,35.34824,2.215145,"MEDPOL_LW_Amy1","MEDPOL_LH_Amy1",0.0703588945372101
44,"MEDPOL",1.196493,2.924762,2.658874,1.772583,3.933454,6.890916,1.30389,21.25263,0.1271172,0.7901381,0.4271654,0.6043313,0.9929498,1.430054,1.417231,38.09137,2.439016,"MEDPOL_LW_Amy1","MEDPOL_LH_Amy1",0.0703588945372101
44,"MEDPOL",1.107864,2.969076,2.880447,1.816897,4.059136,7.001702,1.357798,24.65602,0.08776915,0.7829546,0.3698962,0.5771002,0.9823825,1.322093,1.315971,40.11952,2.503821,"MEDPOL_LW_Amy1","MEDPOL_LH_Amy1",0.0703588945372101
44,"MEDPOL",1.06355,3.057705,3.367907,1.772583,4.116086,7.17896,1.391742,28.30709,0.03955704,0.7903469,0.2877695,0.5500699,0.9658693,1.284991,1.251053,40.56643,2.715909,"MEDPOL_LW_Amy1","MEDPOL_LH_Amy1",0.0703588945372101
44,"MEDPOL",1.152179,2.969076,3.013391,1.861212,4.212311,7.02386,1.27696,20.55614,0.04784268,0.7926829,0.3781318,0.603415,0.9940271,1.470669,1.460011,38.59678,2.733583,"MEDPOL_LW_Amy1","MEDPOL_LH_Amy1",0.0703588945372101
44,"MEDPOL",1.152179,3.190649,3.146334,1.816897,4.640415,7.666421,1.387643,26.81729,0.02102547,0.8320423,0.3320337,0.5357317,0.9755239,1.169787,1.154626,39.68107,2.766968,"MEDPOL_LW_Amy1","MEDPOL_LH_Amy1",0.0703588945372101
44,"MEDPOL",1.152179,3.234964,2.924762,1.949841,4.8093,7.622106,1.201528,17.54989,0.1200257,0.7910207,0.3767306,0.5788105,0.976584,1.32709,1.293409,31.40532,2.790533,"MEDPOL_LW_Amy1","MEDPOL_LH_Amy1",0.0703588945372101
44,"MEDPOL",1.196493,3.234964,3.190649,1.949841,4.927127,7.599949,1.328178,21.56464,0.09478706,0.8104005,0.355341,0.5842266,0.9863471,1.366181,1.363118,39.33585,2.963346,"MEDPOL_LW_Amy1","MEDPOL_LH_Amy1",0.0703588945372101
44,"MEDPOL",1.240808,3.367907,3.456537,1.949841,4.997823,7.954465,1.366156,26.28967,0.05961573,0.7891473,0.3391415,0.5490825,0.9745533,1.310322,1.269954,39.7578,3.308971,"MEDPOL_LW_Amy1","MEDPOL_LH_Amy1",0.0703588945372101
44,"MEDPOL",1.329437,3.456537,3.234964,2.03847,5.013533,7.99878,1.359648,26.23065,0.06817212,0.7367966,0.392413,0.5232324,0.9350892,1.371894,1.319877,39.2533,3.367885,"MEDPOL_LW_Amy1","MEDPOL_LH_Amy1",0.0703588945372101
45,"MICCAL",0.7976623,2.171414,2.082785,1.55101,2.158195,5.362063,-1.339756,40.19587,1.176095,0.6987846,0.3151385,0.6290367,0.9463109,1.909431,1.270637,10.97968,1.15274,"MICCAL_LW_Amy1","MICCAL_LH_Amy1",0.0683423714286345
45,"MICCAL",0.7090331,2.348672,2.304358,1.595325,2.562734,5.583636,-1.483258,42.61443,2.517028,0.7178701,0.2610031,0.6266756,0.9692031,1.781832,1.339941,10.31512,1.231291,"MICCAL_LW_Amy1","MICCAL_LH_Amy1",0.0683423714286345
45,"MICCAL",0.7533477,2.481616,2.525931,1.639639,2.637358,5.605793,-1.458719,20.97319,1.261782,0.7204689,0.2896245,0.6372078,0.9674088,2.004105,1.54026,23.29645,1.309842,"MICCAL_LW_Amy1","MICCAL_LH_Amy1",0.0683423714286345
45,"MICCAL",0.8862914,2.747503,2.61456,1.506695,2.723764,5.915995,-1.359062,42.07275,1.105239,0.693301,0.3140037,0.5604758,0.9555438,2.186479,1.802833,10.68371,1.618156,"MICCAL_LW_Amy1","MICCAL_LH_Amy1",0.0683423714286345
45,"MICCAL",1.152179,2.304358,2.658874,1.595325,2.735547,5.96031,1.388707,38.8281,2.859232,0.7803922,0.3298995,0.6864227,0.9828606,1.528155,1.338766,12.01994,1.875411,"MICCAL_LW_Amy1","MICCAL_LH_Amy1",0.0683423714286345
45,"MICCAL",1.06355,2.791818,2.525931,1.683954,2.922107,6.336984,1.449029,43.15808,1.681185,0.6884223,0.3679463,0.5797072,0.959068,2.144706,1.564138,10.0535,1.88523,"MICCAL_LW_Amy1","MICCAL_LH_Amy1",0.0683423714286345
45,"MICCAL",1.152179,2.658874,2.437301,1.728268,3.000658,6.425613,-1.356762,43.4679,0.6412862,0.7254261,0.4410155,0.6202806,0.9532353,2.002336,1.411404,10.56856,1.887194,"MICCAL_LW_Amy1","MICCAL_LH_Amy1",0.0683423714286345
45,"MICCAL",1.019235,2.658874,2.836133,1.861212,3.257913,6.469927,-1.32339,42.63901,1.607159,0.7043061,0.3347857,0.6481013,0.9605886,2.059826,1.462226,9.292706,1.946107,"MICCAL_LW_Amy1","MICCAL_LH_Amy1",0.0683423714286345
45,"MICCAL",1.06355,2.836133,2.969076,1.683954,3.279515,6.492085,-1.408935,39.95747,1.562953,0.7239265,0.312931,0.5320067,0.9809988,1.814145,1.605783,10.47312,2.213181,"MICCAL_LW_Amy1","MICCAL_LH_Amy1",0.0683423714286345
45,"MICCAL",1.240808,2.658874,2.791818,1.994156,3.648705,7.17896,-1.313593,25.42005,2.512887,0.7157165,0.4010884,0.672663,0.963529,1.69953,1.546781,17.89745,2.366356,"MICCAL_LW_Amy1","MICCAL_LH_Amy1",0.0683423714286345
47,"MIMDOU",0.3545166,0.8419768,0.8419768,0.4431457,0.2533278,1.927684,1.149314,15.37379,0.04096156,0.8023913,0.3781687,0.4577574,0.9672942,1.453343,1.239079,23.32131,0.206197,"MIMDOU_LW_Amy1_seeds","MIMDOU_LH_Amy1_seeds",0.0595371442069219
47,"MIMDOU",0.3545166,0.8419768,0.8419768,0.5317749,0.2847483,1.883369,1.216384,16.65675,0.02735739,0.7822322,0.4207681,0.5732805,0.9786339,1.914364,1.590243,24.33688,0.2219073,"MIMDOU_LW_Amy1_seeds","MIMDOU_LH_Amy1_seeds",0.0595371442069219
47,"MIMDOU",0.3988311,0.7976623,0.7976623,0.5317749,0.2886758,1.816897,1.220841,16.92443,0.03701638,0.8172199,0.4861505,0.6133044,0.9790465,1.825073,1.533176,24.43762,0.2415451,"MIMDOU_LW_Amy1_seeds","MIMDOU_LH_Amy1_seeds",0.0595371442069219
47,"MIMDOU",0.3988311,0.8419768,0.8419768,0.5317749,0.3200963,1.905527,1.181522,15.75929,0.0351048,0.8233207,0.4772207,0.6152921,0.9779056,1.82599,1.495686,24.61446,0.2533278,"MIMDOU_LW_Amy1_seeds","MIMDOU_LH_Amy1_seeds",0.0595371442069219
47,"MIMDOU",0.4431457,0.8862914,0.8419768,0.5317749,0.3299152,1.949841,1.23465,19.73014,0.0629448,0.8115676,0.4950084,0.5943584,0.9905407,1.890399,1.684108,26.15593,0.2749294,"MIMDOU_LW_Amy1_seeds","MIMDOU_LH_Amy1_seeds",0.0595371442069219
47,"MIMDOU",0.3545166,1.019235,0.9749206,0.620404,0.4516697,2.326515,1.301645,17.41518,0.1283726,0.8189548,0.3803518,0.5650979,0.9809603,1.667763,1.358634,24.98079,0.2847483,"MIMDOU_LW_Amy1_seeds","MIMDOU_LH_Amy1_seeds",0.0595371442069219
47,"MIMDOU",0.3988311,1.06355,1.06355,0.6647186,0.4595248,2.392987,1.288067,18.41297,0.1887751,0.7450548,0.3345455,0.5645744,0.977285,1.72374,1.366527,23.35558,0.2926034,"MIMDOU_LW_Amy1_seeds","MIMDOU_LH_Amy1_seeds",0.0595371442069219
47,"MIMDOU",0.4431457,1.152179,1.06355,0.7090331,0.6126997,2.703189,1.169627,16.71639,0.1258707,0.832,0.3845704,0.5919568,0.9867823,1.540736,1.323995,24.29311,0.359372,"MIMDOU_LW_Amy1_seeds","MIMDOU_LH_Amy1_seeds",0.0595371442069219
47,"MIMDOU",0.5317749,1.107864,1.152179,0.7533477,0.6146635,2.703189,1.17583,17.21702,0.162142,0.8151042,0.3947019,0.666171,0.9823765,1.510052,1.250484,24.32206,0.3966838,"MIMDOU_LW_Amy1_seeds","MIMDOU_LH_Amy1_seeds",0.0595371442069219
47,"MIMDOU",0.4874603,1.240808,1.196493,0.7976623,0.7639109,2.902604,1.240498,18.99339,0.05912119,0.8474945,0.3519056,0.646966,0.9890131,1.663732,1.412836,23.87525,0.4202492,"MIMDOU_LW_Amy1_seeds","MIMDOU_LH_Amy1_seeds",0.0595371442069219
49,"NASPUL",0.7533477,5.982467,5.096176,1.06355,4.612922,12.20866,1.078074,18.59793,0.5906539,0.7621674,0.1248932,0.1668208,0.9951106,1.582829,1.565784,28.89442,2.800352,"NASPUL_LW_Amy1","NASPUL_LH_Amy_v2",0.157700786192583
49,"NASPUL",1.019235,5.893838,5.317749,1.107864,4.754314,11.96493,1.080103,19.5276,0.5480688,0.7642046,0.1799099,0.1721015,0.9895626,1.497103,1.440982,25.76776,3.958983,"NASPUL_LW_Amy1","NASPUL_LH_Amy_v2",0.157700786192583
49,"NASPUL",1.019235,6.159725,5.716579,1.107864,4.968366,12.49671,1.073754,21.48281,0.923429,0.7638889,0.1689619,0.168601,0.9821473,1.550028,1.521106,23.35938,4.082701,"NASPUL_LW_Amy1","NASPUL_LH_Amy_v2",0.157700786192583
49,"NASPUL",0.9749206,6.20404,5.716579,1.06355,4.978185,12.69612,1.051818,20.59066,0.7806343,0.7929309,0.1649269,0.1667021,0.9844564,1.635279,1.591674,23.95941,4.1966,"NASPUL_LW_Amy1","NASPUL_LH_Amy_v2",0.157700786192583
49,"NASPUL",1.06355,5.760894,5.450692,1.107864,5.033171,11.89846,1.098897,20.80739,0.4818493,0.8278424,0.188869,0.1873115,0.9876995,1.433313,1.292127,25.59816,4.500987,"NASPUL_LW_Amy1","NASPUL_LH_Amy_v2",0.157700786192583
49,"NASPUL",1.019235,6.159725,6.026782,1.107864,5.133324,12.62965,1.080332,20.88395,0.2981936,0.7892512,0.1638581,0.172267,0.9857389,1.56602,1.552959,24.92352,4.518661,"NASPUL_LW_Amy1","NASPUL_LH_Amy_v2",0.157700786192583
49,"NASPUL",1.107864,6.780129,5.938152,1.06355,5.606595,13.71536,1.099475,18.66062,1.097254,0.8166476,0.181788,0.1560135,0.9901291,1.565003,1.504161,23.58898,4.972294,"NASPUL_LW_Amy1","NASPUL_LH_Amy_v2",0.157700786192583
49,"NASPUL",1.06355,6.647186,6.425613,1.152179,5.643907,13.47163,1.077849,18.51744,0.880155,0.7715436,0.1701129,0.1629363,0.9972853,1.466817,1.444295,24.91739,5.24526,"NASPUL_LW_Amy1","NASPUL_LH_Amy_v2",0.157700786192583
51,"PETPRO",0.620404,1.196493,0.7976623,0.620404,0.3927562,2.636717,0.9303491,7.701194,0.01691859,0.6103416,0.7189197,0.3805007,0.8056248,1.92255,1.123316,9.678664,0.3397341,"PETPRO_LH_Amy1","PETPRO_LW_Amy1",0.0440422393229814
51,"PETPRO",0.620404,1.196493,1.019235,0.620404,0.4300681,2.503773,1.184553,9.177528,0.0881491,0.6635736,0.5911362,0.4440044,0.8990632,2.164924,1.335176,10.8506,0.3868649,"PETPRO_LH_Amy1","PETPRO_LW_Amy1",0.0440422393229814
51,"PETPRO",0.6647186,1.107864,0.9749206,0.6647186,0.4339956,2.415144,1.168956,10.1431,0.06862482,0.6720265,0.6275051,0.460912,0.8760926,1.864033,1.14922,10.27473,0.3888287,"PETPRO_LH_Amy1","PETPRO_LW_Amy1",0.0440422393229814
51,"PETPRO",0.5760894,1.152179,0.930606,0.6647186,0.4929091,2.503773,1.153774,7.589057,0.2453769,0.7215727,0.6542489,0.5411529,0.9377787,1.697444,1.352455,12.31593,0.3927562,"PETPRO_LH_Amy1","PETPRO_LW_Amy1",0.0440422393229814
51,"PETPRO",0.6647186,1.196493,1.019235,0.7090331,0.502728,2.636717,1.032627,6.604024,0.2241538,0.6802562,0.6101171,0.5213743,0.9050689,2.248628,1.42918,12.33467,0.4025751,"PETPRO_LH_Amy1","PETPRO_LW_Amy1",0.0440422393229814
51,"PETPRO",0.620404,1.152179,0.9749206,0.7090331,0.5184382,2.636717,1.143597,9.647274,0.4659317,0.7279618,0.6317727,0.5349653,0.9181778,1.874695,1.271121,10.38759,0.4261405,"PETPRO_LH_Amy1","PETPRO_LW_Amy1",0.0440422393229814
51,"PETPRO",0.620404,1.152179,0.930606,0.7533477,0.5262933,2.725346,0.9657238,7.159296,0.1479007,0.6965748,0.6222822,0.5623693,0.9072143,2.116655,1.338555,11.51666,0.4281043,"PETPRO_LH_Amy1","PETPRO_LW_Amy1",0.0440422393229814
51,"PETPRO",0.7090331,1.240808,1.107864,0.7533477,0.5459312,2.791818,1.031099,8.020887,0.1521365,0.6592211,0.6910303,0.5211654,0.8662414,2.217989,1.243444,11.60455,0.5066556,"PETPRO_LH_Amy1","PETPRO_LW_Amy1",0.0440422393229814
51,"PETPRO",0.7533477,1.329437,1.06355,0.7976623,0.583243,3.035548,1.092549,8.602065,0.09998698,0.6326643,0.6903194,0.4478104,0.8427812,1.964103,1.108929,10.69521,0.5223658,"PETPRO_LH_Amy1","PETPRO_LW_Amy1",0.0440422393229814
51,"PETPRO",0.7533477,1.329437,1.285123,0.7976623,0.6755407,3.035548,1.177253,8.358345,0.4497254,0.7182693,0.5357395,0.5508684,0.9490779,1.88898,1.332117,12.56711,0.5518225,"PETPRO_LH_Amy1","PETPRO_LW_Amy1",0.0440422393229814
52,"PHLGRA",0.7976623,2.437301,2.437301,1.418066,2.666815,5.450692,1.129561,21.22614,0.1573614,0.8112306,0.2875788,0.592706,0.9961293,1.620018,1.471953,17.40668,1.341263,"PHLGRA_LW_Amy1","PHLGRA_LH_Amy1",0.0825818379198115
52,"PHLGRA",0.7976623,2.481616,2.61456,1.506695,2.808207,5.827366,1.112565,18.57395,0.1282995,0.7878788,0.2762587,0.5893097,0.9955828,1.542274,1.415872,18.78108,1.461053,"PHLGRA_LW_Amy1","PHLGRA_LH_Amy1",0.0825818379198115
52,"PHLGRA",0.930606,2.437301,2.481616,1.683954,2.982984,5.694422,1.141446,19.64535,0.2181492,0.7602603,0.3451889,0.6864952,0.9918793,1.706379,1.495969,19.19567,1.482655,"PHLGRA_LW_Amy1","PHLGRA_LH_Amy1",0.0825818379198115
52,"PHLGRA",0.7533477,2.703189,2.703189,1.728268,3.387522,6.248354,1.172654,16.43154,0.1911026,0.7635221,0.2557302,0.6401588,0.9927729,1.642833,1.437941,23.23346,1.484619,"PHLGRA_LW_Amy1","PHLGRA_LH_Amy1",0.0825818379198115
52,"PHLGRA",1.019235,2.747503,2.437301,1.816897,3.387522,6.359141,1.203453,17.50953,0.3339241,0.7227544,0.4015381,0.6168661,0.9920372,1.716568,1.502079,25.73718,1.722236,"PHLGRA_LW_Amy1","PHLGRA_LH_Amy1",0.0825818379198115
52,"PHLGRA",0.930606,3.146334,2.791818,1.506695,3.807772,7.201118,1.128123,17.17596,0.6893818,0.8393939,0.2949654,0.465075,0.9941319,1.396714,1.295001,17.49326,1.7242,"PHLGRA_LW_Amy1","PHLGRA_LH_Amy1",0.0825818379198115
52,"PHLGRA",0.8419768,2.880447,2.969076,1.772583,3.850975,6.602871,1.324454,18.0079,0.3258097,0.785657,0.2675897,0.6160954,0.9957284,1.569898,1.450666,23.48881,1.777222,"PHLGRA_LW_Amy1","PHLGRA_LH_Amy1",0.0825818379198115
52,"PHLGRA",0.8862914,3.10202,3.190649,1.949841,4.48724,7.289747,1.157137,16.8042,0.0880367,0.7701382,0.269674,0.6066725,0.9958239,1.632866,1.479233,23.33027,1.991274,"PHLGRA_LW_Amy1","PHLGRA_LH_Amy1",0.0825818379198115
52,"PHLGRA",0.8862914,3.190649,3.10202,1.994156,4.622741,7.334062,1.148481,17.84215,0.086027,0.7535211,0.2865053,0.6185049,0.9946933,1.681689,1.497935,21.26682,2.024658,"PHLGRA_LW_Amy1","PHLGRA_LH_Amy1",0.0825818379198115
52,"PHLGRA",1.019235,3.146334,3.10202,1.994156,4.660053,7.201118,1.14149,18.00889,0.09296083,0.7704545,0.3036286,0.6242612,0.9963346,1.66976,1.535643,21.40157,2.13463,"PHLGRA_LW_Amy1","PHLGRA_LH_Amy1",0.0825818379198115
55,"SIDDIP",1.949841,2.703189,2.703189,1.949841,3.772424,6.957387,1.410038,20.78201,0.3989465,0.7669816,0.6991426,0.6868869,0.9739825,1.803262,1.463465,23.5113,3.762605,"SIDDIP_LH_Amy1","SIDDIP_LW_Amy1",0.0141581766228091
55,"SIDDIP",1.949841,2.836133,2.880447,2.082785,4.182854,7.17896,1.366244,20.86147,0.3857309,0.769806,0.5966493,0.6861492,0.9750575,1.773868,1.421766,25.48258,3.945236,"SIDDIP_LH_Amy1","SIDDIP_LW_Amy1",0.0141581766228091
55,"SIDDIP",1.949841,2.880447,2.791818,2.082785,4.318355,7.334062,1.360052,20.39547,0.4346333,0.7740348,0.6547661,0.6786284,0.9752723,1.701607,1.353594,25.8061,3.972729,"SIDDIP_LH_Amy1","SIDDIP_LW_Amy1",0.0141581766228091
55,"SIDDIP",2.1271,2.924762,2.703189,2.215729,4.554008,7.201118,1.398772,21.20627,0.5174903,0.7742262,0.7299157,0.7620993,0.9870378,1.81734,1.524015,24.67558,4.281043,"SIDDIP_LH_Amy1","SIDDIP_LW_Amy1",0.0141581766228091
55,"SIDDIP",2.171414,2.791818,2.836133,2.260043,4.57561,7.245432,1.440072,20.90576,0.2261146,0.8023911,0.71758,0.7942203,0.9845669,1.622353,1.383592,27.66673,4.365486,"SIDDIP_LH_Amy1","SIDDIP_LW_Amy1",0.0141581766228091
55,"SIDDIP",2.171414,2.747503,2.791818,2.215729,4.585429,7.26759,1.338001,21.59821,0.5914789,0.7878836,0.7566982,0.7599267,0.9802209,1.688226,1.391853,29.64316,4.444037,"SIDDIP_LH_Amy1","SIDDIP_LW_Amy1",0.0141581766228091
55,"SIDDIP",2.260043,2.703189,2.658874,2.304358,4.691473,7.201118,1.471539,20.62461,0.2361879,0.8007643,0.8108931,0.8170859,0.9869391,1.553541,1.381759,27.28816,4.534371,"SIDDIP_LH_Amy1","SIDDIP_LW_Amy1",0.0141581766228091
55,"SIDDIP",2.348672,2.880447,2.924762,2.481616,5.205984,7.688578,1.278785,18.84782,0.4985716,0.7937728,0.7751701,0.8182555,0.9845462,1.629414,1.384817,27.48218,5.092084,"SIDDIP_LH_Amy1","SIDDIP_LW_Amy1",0.0141581766228091
56,"SILGAL",0.5760894,0.7976623,0.7976623,0.5760894,0.3279515,2.03847,0.5900981,10.88523,0.03145714,0.8186275,0.5948961,0.7383822,0.9691525,1.316314,1.167022,6.58362,0.314205,"SILGAL_LH_Amy1","SILGAL_LW_Amy1",0.0172385670557757
56,"SILGAL",0.620404,0.7976623,0.7533477,0.5760894,0.3809735,2.1271,0.7423041,10.21681,0.02277735,0.9509804,0.7324948,0.7398712,0.9755239,1.184386,1.173861,6.752687,0.3358066,"SILGAL_LH_Amy1","SILGAL_LW_Amy1",0.0172385670557757
56,"SILGAL",0.6647186,0.8419768,0.7976623,0.5760894,0.4045389,2.37083,0.7207285,10.60943,0.114276,0.9537037,0.7653129,0.6442832,0.9735149,1.160083,1.064974,6.443337,0.3613357,"SILGAL_LH_Amy1","SILGAL_LW_Amy1",0.0172385670557757
56,"SILGAL",0.6647186,0.8862914,0.8419768,0.620404,0.4163216,2.326515,0.9013854,10.02867,0.0807597,0.8582996,0.7527199,0.6554945,0.9633306,1.159661,1.06094,7.343184,0.3888287,"SILGAL_LH_Amy1","SILGAL_LW_Amy1",0.0172385670557757
56,"SILGAL",0.6647186,0.8419768,0.8419768,0.620404,0.439887,2.326515,1.161354,10.72857,0.03145726,0.957265,0.7177134,0.6939369,0.9771504,1.075296,1.067776,4.287912,0.3986476,"SILGAL_LH_Amy1","SILGAL_LW_Amy1",0.0172385670557757
56,"SILGAL",0.7976623,0.9749206,0.930606,0.6647186,0.502728,2.548088,1.006294,9.388102,0.05568226,0.8707483,0.5337193,0.6710352,0.9761882,1.26169,1.171071,4.765864,0.4241767,"SILGAL_LH_Amy1","SILGAL_LW_Amy1",0.0172385670557757
56,"SILGAL",0.7533477,0.9749206,0.930606,0.6647186,0.5282571,2.592402,0.9112022,9.58042,0.02445646,0.914966,0.5749516,0.6296513,0.9725028,1.126315,1.082,6.868034,0.4516697,"SILGAL_LH_Amy1","SILGAL_LW_Amy1",0.0172385670557757
56,"SILGAL",0.6647186,0.930606,0.9749206,0.7533477,0.5537863,2.548088,1.043704,9.690155,0.0634307,0.88125,0.6463802,0.7535541,0.9656942,1.230747,1.200962,7.921555,0.5439674,"SILGAL_LW_Amy1","SILGAL_LH_Amy1",0.0172385670557757
56,"SILGAL",0.6647186,1.019235,1.019235,0.7976623,0.5694965,2.548088,0.8644768,9.253123,0.04162326,0.7809181,0.6138027,0.7200242,0.9548942,1.29558,1.250841,6.239542,0.5675328,"SILGAL_LW_Amy1","SILGAL_LH_Amy1",0.0172385670557757
56,"SILGAL",0.6647186,0.9749206,1.019235,0.7976623,0.583243,2.503773,0.9679664,9.335256,0.0461509,0.8319328,0.5940335,0.7293105,0.9821967,1.352248,1.282799,7.313578,0.5812792,"SILGAL_LW_Amy1","SILGAL_LH_Amy1",0.0172385670557757
57,"SISBEL",1.55101,1.861212,1.816897,1.683954,2.307443,4.89676,1.341517,5.386644,0.09889224,0.8036566,0.845737,0.8775349,0.9971084,1.597491,1.567861,2.783935,2.166051,"SISBEL_LW_Amy1","SISBEL_LH_Amy1",0.0113789787810636
57,"SISBEL",1.55101,1.905527,1.816897,1.816897,2.556843,5.184805,1.392966,5.256944,0.05831283,0.8048031,0.845737,0.9655703,0.998309,1.518834,1.47799,3.811692,2.166051,"SISBEL_LW_Amy1","SISBEL_LH_Amy1",0.0113789787810636
57,"SISBEL",1.55101,1.905527,1.905527,1.728268,2.621648,5.38422,1.39037,5.437457,0.07518522,0.8364662,0.8055389,0.9063286,0.9915149,1.364097,1.292863,2.076017,2.248529,"SISBEL_LW_Amy1","SISBEL_LH_Amy1",0.0113789787810636
57,"SISBEL",1.55101,2.082785,1.905527,1.595325,2.64325,5.450692,1.342902,5.393462,0.07285185,0.8360248,0.8055389,0.7742068,0.9961826,1.37736,1.364672,2.899962,2.248529,"SISBEL_LW_Amy1","SISBEL_LH_Amy1",0.0113789787810636
57,"SISBEL",1.55101,2.082785,1.905527,1.639639,2.653068,5.428535,1.404117,5.535433,0.06095424,0.823405,0.7702577,0.7709136,0.9942923,1.386849,1.366726,2.70011,2.283878,"SISBEL_LW_Amy1","SISBEL_LH_Amy1",0.0113789787810636
57,"SISBEL",1.55101,2.082785,1.905527,1.728268,2.735547,5.362063,1.402791,5.804793,0.08208007,0.8046314,0.7702577,0.8130302,0.9951891,1.520178,1.381562,4.114013,2.283878,"SISBEL_LW_Amy1","SISBEL_LH_Amy1",0.0113789787810636
57,"SISBEL",1.55101,1.949841,2.03847,1.816897,2.751257,5.38422,1.395193,5.825217,0.04690111,0.8145349,0.7198678,0.9332179,0.9988099,1.440865,1.414321,3.614809,2.332972,"SISBEL_LW_Amy1","SISBEL_LH_Amy1",0.0113789787810636
57,"SISBEL",1.55101,2.082785,2.03847,1.861212,2.821954,5.317749,1.359209,5.385884,0.07168335,0.8118644,0.7198678,0.8885514,0.9971704,1.592664,1.498249,2.343917,2.332972,"SISBEL_LW_Amy1","SISBEL_LH_Amy1",0.0113789787810636
57,"SISBEL",1.639639,1.994156,1.949841,1.905527,2.92407,5.450692,1.34862,5.528218,0.09763347,0.8057359,0.7925935,0.933218,0.9987829,1.503307,1.45137,3.071302,2.376175,"SISBEL_LW_Amy1","SISBEL_LH_Amy1",0.0113789787810636
57,"SISBEL",1.639639,2.1271,1.949841,1.994156,3.248094,5.827366,1.427598,5.654034,0.08216405,0.7998066,0.7925935,0.9368194,0.9990214,1.50956,1.475947,4.100291,2.376175,"SISBEL_LW_Amy1","SISBEL_LH_Amy1",0.0113789787810636
58,"TAECAP",0.7533477,6.558557,6.469927,1.06355,4.915344,13.25006,1.22552,30.12461,2.996021,0.7403135,0.1003134,0.1495267,0.989238,1.722153,1.475903,25.39202,2.861229,"TAECAP_LW_Amy1","TAECAP_LH_Amy1",0.172399775421879
58,"TAECAP",0.7090331,7.26759,7.046017,1.019235,5.20402,14.64597,1.30614,34.91384,1.064372,0.7389849,0.09317947,0.1335075,0.9790595,1.959039,1.550341,24.28893,3.073318,"TAECAP_LW_Amy1","TAECAP_LH_Amy1",0.172399775421879
58,"TAECAP",0.7533477,7.489162,7.622106,1.107864,5.571247,15.08911,1.285339,33.88294,1.399369,0.703621,0.09410725,0.1373309,0.9715259,2.216549,1.647478,23.72001,3.782243,"TAECAP_LW_Amy1","TAECAP_LH_Amy1",0.172399775421879
