"IDnum","clean_code","H","L","LH_L","W","area_LW","Perimeter1","Hue","PCof19WL","texture","Rectangularity1","LH_Circle","LW_Circle","Compactness Ellipse","BetaShape_a","BetaShape_b","Saturation","LH_area","Org.Filename","Org.Filename2","shape"
23,"EPIBRA",0.930606,2.481616,2.570245,1.285123,2.350646,5.716579,1.195158,11.43944,0.2294526,0.7772727,0.3233905,0.4989255,0.9798402,1.803853,1.457314,9.210424,1.600482,"EPIBRA_LW_Amy1","EPIBRA_LH_Amy1",0.0718922368788964
23,"EPIBRA",0.9749206,2.481616,2.570245,1.329437,2.354574,5.539321,1.145723,8.419881,0.1924745,0.7517241,0.3337228,0.5280975,0.9874911,1.892259,1.585849,12.3364,1.614228,"EPIBRA_LW_Amy1","EPIBRA_LH_Amy1",0.0718922368788964
23,"EPIBRA",0.9749206,2.525931,2.570245,1.373752,2.450799,5.827366,1.178988,11.29917,0.4268592,0.7428572,0.3291628,0.5218618,0.9762647,1.941645,1.501371,13.83502,1.647612,"EPIBRA_LW_Amy1","EPIBRA_LH_Amy1",0.0718922368788964
23,"EPIBRA",0.9749206,2.570245,2.481616,1.285123,2.476328,5.827366,1.233165,11.57907,0.2106774,0.7901003,0.3799103,0.5019333,0.9817514,1.899678,1.504699,12.30742,1.775258,"EPIBRA_LW_Amy1","EPIBRA_LH_Amy1",0.0718922368788964
23,"EPIBRA",1.06355,2.61456,2.392987,1.418066,2.57059,6.248354,1.163201,11.51166,0.5424085,0.7470624,0.3897685,0.5009859,0.9743173,1.730657,1.409576,11.04587,1.845954,"EPIBRA_LW_Amy1","EPIBRA_LH_Amy1",0.0718922368788964
26,"EUPCRE",1.240808,1.905527,1.772583,1.462381,2.075717,4.763816,1.142459,8.84811,0.09801337,0.7864583,0.7161832,0.7630764,0.995609,1.683838,1.619926,18.69509,1.647612,"EUPCRE_LW_Amy1","EUPCRE_LH_Amy1",0.0177933811316605
26,"EUPCRE",1.329437,1.861212,1.683954,1.55101,2.13463,4.630873,1.100144,25.67611,0.3681766,0.803994,0.778501,0.8191006,0.997539,1.622509,1.519913,18.25979,1.659395,"EUPCRE_LW_Amy1","EUPCRE_LH_Amy1",0.0177933811316605
26,"EUPCRE",1.373752,1.861212,1.772583,1.55101,2.138558,4.675187,1.062068,19.13375,0.09280747,0.8123033,0.7702467,0.8457691,0.9966528,1.686199,1.578406,14.45841,1.765439,"EUPCRE_LW_Amy1","EUPCRE_LH_Amy1",0.0177933811316605
26,"EUPCRE",1.285123,1.905527,1.994156,1.506695,2.140522,4.697344,1.132857,9.670186,1.272903,0.7864358,0.6420848,0.7900522,0.9942431,1.717179,1.543839,20.09134,1.88523,"EUPCRE_LW_Amy1","EUPCRE_LH_Amy1",0.0177933811316605
27,"FILCAL",0.2215728,0.620404,0.5760894,0.3545166,0.1001528,1.440224,1.174709,18.42085,1.660001,0.6133187,0.3180335,0.3425891,0.775486,1.46496,0.8787295,6.421697,0.09818906,"FILCAL_LW_Amy1","FILCAL_LH_Amy1",0.0770205754253072
27,"FILCAL",0.2215728,0.620404,0.620404,0.310202,0.1315733,1.418066,1.201253,20.14547,0.0452176,0.8589743,0.2865487,0.394758,0.9397452,1.205044,1.054671,8.033117,0.1021166,"FILCAL_LW_Amy1","FILCAL_LH_Amy1",0.0770205754253072
27,"FILCAL",0.2215728,0.6647186,0.6647186,0.310202,0.1472836,1.484538,1.266674,19.40755,0.2736902,0.8996913,0.2830555,0.3832695,0.9763856,1.213882,1.196601,8.942236,0.108008,"FILCAL_LW_Amy1","FILCAL_LH_Amy1",0.0770205754253072
27,"FILCAL",0.2658874,0.7090331,0.6647186,0.310202,0.1629938,1.484538,0.7060801,23.54582,0.01165038,0.9222222,0.2934071,0.4268519,0.9829873,1.555461,1.449489,3.157614,0.108008,"FILCAL_LW_Amy1","FILCAL_LH_Amy1",0.0770205754253072
27,"FILCAL",0.2215728,0.6647186,0.6647186,0.3545166,0.1649576,1.484538,1.027934,20.38429,0.04030697,0.8571429,0.2714981,0.4502972,0.9868808,1.291837,1.270219,3.477258,0.1138993,"FILCAL_LW_Amy1","FILCAL_LH_Amy1",0.0770205754253072
27,"FILCAL",0.2215728,0.6647186,0.7090331,0.3545166,0.1669214,1.506695,1.156024,21.4878,2.797508,0.8673469,0.2708291,0.4892459,0.9667904,1.240379,1.185605,6.596104,0.1178269,"FILCAL_LW_Amy1","FILCAL_LH_Amy1",0.0770205754253072
27,"FILCAL",0.2658874,0.620404,0.620404,0.3545166,0.1669214,1.462381,1.086983,19.55059,0.09658661,0.9340659,0.3443656,0.5002593,0.9810864,1.283589,1.174119,10.73683,0.1178269,"FILCAL_LW_Amy1","FILCAL_LH_Amy1",0.0770205754253072
27,"FILCAL",0.2658874,0.7533477,0.6647186,0.3545166,0.170849,1.528853,0.4067459,22.84018,0.02577856,0.7767857,0.2969583,0.426645,0.9748693,1.707494,1.506513,2.329011,0.1237182,"FILCAL_LW_Amy1","FILCAL_LH_Amy1",0.0770205754253072
27,"FILCAL",0.310202,0.6647186,0.5760894,0.3545166,0.1747765,1.506695,1.31636,22.12518,0.0559163,0.9081632,0.3967046,0.5134078,0.9851174,1.459389,1.412145,9.584275,0.1237182,"FILCAL_LW_Amy1","FILCAL_LH_Amy1",0.0770205754253072
27,"FILCAL",0.2658874,0.7533477,0.7533477,0.3545166,0.1767403,1.639639,1.162109,21.07377,0.01218758,0.8035714,0.2810805,0.4213711,0.9738742,1.556925,1.398514,4.09184,0.1394285,"FILCAL_LW_Amy1","FILCAL_LH_Amy1",0.0770205754253072
28,"FRIPUR",1.285123,7.400533,6.514242,5.273434,27.63236,18.72291,1.103681,18.13807,0.08089076,0.7221727,0.1366836,0.7270616,0.9447562,1.712087,1.654431,33.12896,5.971859,"FRIPUR_LW_Amy1","FRIPUR_LH_Amy1",0.0925579247195386
28,"FRIPUR",1.683954,7.17896,7.843679,6.159725,28.79885,17.4821,1.010775,17.78976,0.03109704,0.7675883,0.1149907,0.8251216,0.9634405,2.188406,1.535358,30.6358,7.256171,"FRIPUR_LW_Amy1","FRIPUR_LH_Amy1",0.0925579247195386
28,"FRIPUR",1.595325,7.223275,7.666421,5.849524,29.73361,18.52349,1.019166,17.77895,0.04919098,0.780315,0.1367148,0.7836355,0.9643991,1.794636,1.534169,30.33021,7.448622,"FRIPUR_LW_Amy1","FRIPUR_LH_Amy1",0.0925579247195386
28,"FRIPUR",2.703189,7.887994,6.159725,5.051861,29.74147,19.65351,1.082167,20.35443,0.09143497,0.7787625,0.3051211,0.6400682,0.9676872,1.59143,1.449553,30.0273,9.253337,"FRIPUR_LW_Amy1","FRIPUR_LH_Amy1",0.0925579247195386
28,"FRIPUR",1.949841,7.577792,7.046017,5.805209,29.83376,18.34623,1.092228,19.92423,0.0861742,0.7448601,0.2247395,0.7194492,0.9616498,2.081953,1.563547,30.23248,10.10365,"FRIPUR_LW_Amy1","FRIPUR_LH_Amy1",0.0925579247195386
28,"FRIPUR",2.880447,7.75505,7.489162,5.362063,30.47199,19.16605,1.086169,19.95299,0.05770252,0.7822276,0.3049214,0.6851919,0.9656727,1.743344,1.53451,29.9886,13.06504,"FRIPUR_LW_Amy1","FRIPUR_LH_Amy1",0.0925579247195386
28,"FRIPUR",2.658874,7.843679,7.400533,5.672265,30.63302,18.65644,1.08691,20.61056,0.06224193,0.7564366,0.3286812,0.7010045,0.9676911,1.98992,1.590041,29.7264,13.46565,"FRIPUR_LW_Amy1","FRIPUR_LH_Amy1",0.0925579247195386
28,"FRIPUR",2.304358,7.887994,7.799365,5.760894,33.13488,19.27684,1.078374,20.77701,0.05991635,0.781837,0.2798953,0.7161824,0.9732417,1.836766,1.545753,29.72058,14.17654,"FRIPUR_LW_Amy1","FRIPUR_LH_Amy1",0.0925579247195386
28,"FRIPUR",2.481616,7.976623,8.198195,5.849524,33.37446,19.38762,1.080323,20.54995,0.09280495,0.7731044,0.2623538,0.7108172,0.9722739,1.837563,1.549209,30.24659,15.19181,"FRIPUR_LW_Amy1","FRIPUR_LH_Amy1",0.0925579247195386
28,"FRIPUR",2.570245,8.065252,7.356219,6.20404,34.65878,19.67567,1.032566,16.55357,0.06349938,0.7395079,0.3261168,0.7505496,0.9681989,1.963219,1.550193,34.72603,15.23501,"FRIPUR_LW_Amy1","FRIPUR_LH_Amy1",0.0925579247195386
31,"GILCAP",0.8419768,1.816897,1.949841,1.196493,1.663323,4.342828,0.8766148,15.2124,2.058879,0.8144231,0.402799,0.6416787,0.9973901,1.510308,1.443614,26.48399,1.24111,"GILCAP_LW_Amy1","GILCAP_LH_Amy1",0.0500820471481005
31,"GILCAP",0.930606,2.03847,2.03847,1.196493,1.763476,4.608716,0.9029248,12.97251,0.2500883,0.7675214,0.3943571,0.5763705,0.9861588,1.707532,1.422201,25.47607,1.300023,"GILCAP_LW_Amy1","GILCAP_LH_Amy1",0.0500820471481005
31,"GILCAP",0.930606,2.171414,1.994156,1.196493,1.836135,4.89676,0.8793458,13.77925,0.2694373,0.7662485,0.4420057,0.5087885,0.9796665,1.618618,1.298834,26.64786,1.413922,"GILCAP_LW_Amy1","GILCAP_LH_Amy1",0.0500820471481005
31,"GILCAP",1.019235,1.994156,2.171414,1.329437,1.88523,4.65303,0.8710949,13.45414,0.1679689,0.7615789,0.4084828,0.6300216,0.9910904,1.643145,1.424348,25.50696,1.531749,"GILCAP_LW_Amy1","GILCAP_LH_Amy1",0.0500820471481005
31,"GILCAP",0.9749206,2.1271,2.215729,1.196493,1.908795,4.874603,0.8159384,12.8309,0.2120265,0.7954174,0.3851447,0.5529547,0.988425,1.4896,1.301615,27.79196,1.533713,"GILCAP_LW_Amy1","GILCAP_LH_Amy1",0.0500820471481005
31,"GILCAP",1.240808,2.082785,1.816897,1.285123,1.946107,4.808131,0.8089733,12.06275,0.2961687,0.7699554,0.6260197,0.6035835,0.9940594,1.525265,1.400376,27.07782,1.588699,"GILCAP_LW_Amy1","GILCAP_LH_Amy1",0.0500820471481005
31,"GILCAP",1.107864,1.994156,2.03847,1.329437,1.987347,4.697344,0.9534286,15.91057,0.0912632,0.7931035,0.5100796,0.6545205,0.9943628,1.568297,1.410673,29.25073,1.616192,"GILCAP_LW_Amy1","GILCAP_LH_Amy1",0.0500820471481005
31,"GILCAP",1.06355,2.260043,2.348672,1.329437,2.287805,5.162648,0.8385711,13.51922,0.2225878,0.8034483,0.3939553,0.5912613,0.9948686,1.50083,1.39477,27.76285,1.706526,"GILCAP_LW_Amy1","GILCAP_LH_Amy1",0.0500820471481005
31,"GILCAP",1.107864,2.260043,2.082785,1.462381,2.323153,5.273434,0.7480502,11.24607,0.2906773,0.7706287,0.4974785,0.6260517,0.9923627,1.614865,1.526098,22.66184,1.720272,"GILCAP_LW_Amy1","GILCAP_LH_Amy1",0.0500820471481005
31,"GILCAP",1.107864,2.392987,2.215729,1.506695,2.694308,5.605793,0.7926416,11.24008,0.2285494,0.7844483,0.4883868,0.6409357,0.9982381,1.547499,1.540154,25.67166,1.789005,"GILCAP_LW_Amy1","GILCAP_LH_Amy1",0.0500820471481005
34,"HOLVIR",1.373752,3.323593,2.969076,1.595325,3.338428,7.378376,1.349271,7.750187,0.392009,0.656736,0.4103578,0.4030142,0.9396132,1.930629,1.234055,5.948397,3.030114,"HOLVIR_LW_Amy1","HOLVIR_LH_Amy1",0.0688461455485735
34,"HOLVIR",1.55101,3.279278,2.924762,1.506695,3.389486,7.311904,1.205563,7.183921,0.1516111,0.7425157,0.4945189,0.3934287,0.9535789,1.551974,1.211674,5.645203,3.354138,"HOLVIR_LH_Amy1","HOLVIR_LW_Amy1",0.0688461455485735
34,"HOLVIR",1.55101,3.412222,3.234964,1.418066,3.393414,7.577792,1.017886,6.305344,0.2460777,0.7827029,0.4258803,0.3701923,0.9651474,1.558815,1.260744,3.276008,3.389486,"HOLVIR_LH_Amy1","HOLVIR_LW_Amy1",0.0688461455485735
34,"HOLVIR",1.595325,3.323593,3.323593,1.462381,3.483748,7.400533,1.165487,10.23656,0.290962,0.7526298,0.4236646,0.3999556,0.9522294,1.526191,1.285033,12.68152,3.403233,"HOLVIR_LH_Amy1","HOLVIR_LW_Amy1",0.0688461455485735
34,"HOLVIR",1.506695,3.323593,3.323593,1.595325,3.615321,7.444848,1.244417,5.946662,0.1159639,0.7128283,0.400026,0.4319905,0.9550079,1.888146,1.291247,2.71565,3.581937,"HOLVIR_LW_Amy1","HOLVIR_LH_Amy1",0.0688461455485735
34,"HOLVIR",1.55101,3.323593,3.456537,1.905527,3.837229,8.220353,1.241679,11.28316,0.2000638,0.6555689,0.4048673,0.4601076,0.9333122,1.776712,1.225922,14.85905,3.660488,"HOLVIR_LW_Amy1","HOLVIR_LH_Amy1",0.0688461455485735
34,"HOLVIR",1.683954,3.500851,3.58948,1.595325,4.012005,7.732893,1.223399,7.441362,0.1792061,0.7619147,0.4233734,0.4123798,0.9853652,1.567713,1.410621,6.125329,3.862758,"HOLVIR_LH_Amy1","HOLVIR_LW_Amy1",0.0688461455485735
34,"HOLVIR",1.595325,3.678109,3.58948,1.639639,4.088593,8.220353,1.344247,7.991728,0.3418096,0.7378172,0.404069,0.3788912,0.9578722,1.487683,1.221346,6.141275,3.868649,"HOLVIR_LH_Amy1","HOLVIR_LW_Amy1",0.0688461455485735
34,"HOLVIR",1.595325,3.678109,4.032626,1.595325,4.098411,8.198195,1.295142,8.298878,0.3154832,0.7673641,0.366807,0.3823918,0.9606494,1.536984,1.29253,5.88921,3.978621,"HOLVIR_LH_Amy1","HOLVIR_LW_Amy1",0.0688461455485735
34,"HOLVIR",1.728268,4.076941,3.500851,1.728268,4.453856,9.904306,1.153088,8.34536,0.4915783,0.6813227,0.4541035,0.3788812,0.9403676,1.476951,1.369965,4.941451,4.145542,"HOLVIR_LH_Amy1","HOLVIR_LW_Amy1",0.0688461455485735
36,"LACSER",0.5317749,3.057705,3.412222,1.019235,2.010912,6.20404,1.284666,18.04806,0.07206368,0.6863348,0.1035964,0.3228725,0.9657074,2.047833,1.558846,19.13572,0.8287157,"LACSER_LW_Amy1","LACSER_LH_Amy1",0.130772320732899
36,"LACSER",0.5760894,3.013391,2.836133,1.019235,2.024658,6.159725,1.295611,17.72047,0.03094712,0.6994573,0.1415956,0.3405934,0.988818,1.867934,1.671466,19.31505,0.9308323,"LACSER_LW_Amy1","LACSER_LH_Amy1",0.130772320732899
36,"LACSER",0.5760894,3.412222,3.279278,0.9749206,2.128739,7.090331,1.390935,24.75606,0.04861558,0.679198,0.1325036,0.2643096,0.970654,1.633177,1.411341,21.64515,0.9897457,"LACSER_LW_Amy1","LACSER_LH_Amy1",0.130772320732899
36,"LACSER",0.5317749,3.323593,2.924762,1.06355,2.35261,6.757972,1.296879,20.17519,0.06234097,0.7038778,0.1657207,0.3258875,0.9827883,1.776741,1.49747,19.85376,1.052587,"LACSER_LW_Amy1","LACSER_LH_Amy1",0.130772320732899
36,"LACSER",0.4431457,3.545166,3.412222,1.06355,2.354574,7.201118,1.298654,22.0985,0.03426564,0.6598789,0.1221779,0.2918831,0.9563429,2.091552,1.652687,20.55989,1.056514,"LACSER_LW_Amy1","LACSER_LH_Amy1",0.130772320732899
36,"LACSER",0.5317749,3.545166,3.500851,1.019235,2.382066,7.156803,1.295026,20.77505,0.06870413,0.6979287,0.1303834,0.3033513,0.9827017,1.941937,1.771134,20.56075,1.093826,"LACSER_LW_Amy1","LACSER_LH_Amy1",0.130772320732899
36,"LACSER",0.7090331,3.412222,3.279278,1.019235,2.421342,6.913073,1.319565,18.58695,0.06593122,0.7374402,0.1616463,0.3088999,0.9916252,1.632413,1.497246,20.49,1.117391,"LACSER_LW_Amy1","LACSER_LH_Amy1",0.130772320732899
36,"LACSER",0.5760894,3.234964,3.855368,1.06355,2.421342,6.602871,1.315307,21.80146,0.04333258,0.7445652,0.118348,0.3397999,0.9837893,1.688373,1.453763,21.07389,1.197906,"LACSER_LW_Amy1","LACSER_LH_Amy1",0.130772320732899
36,"LACSER",0.6647186,3.58948,3.766738,1.107864,2.450799,7.245432,1.239395,18.19206,0.1260081,0.65,0.1268232,0.3290175,0.9629614,2.492171,2.214074,16.05956,1.239146,"LACSER_LW_Amy1","LACSER_LH_Amy1",0.130772320732899
36,"LACSER",0.7533477,3.367907,4.076941,1.107864,2.460618,6.979545,1.251451,18.15597,0.1233302,0.6961111,0.1101087,0.34872,0.9832677,2.113451,2.101651,16.41592,1.294132,"LACSER_LW_Amy1","LACSER_LH_Amy1",0.130772320732899
36,"LACSER",0.7533477,3.545166,3.190649,1.06355,2.574517,7.26759,1.36741,24.21071,0.09188664,0.721519,0.1824762,0.2870963,0.9760708,1.637675,1.487093,18.00902,1.311806,"LACSER_LW_Amy1","LACSER_LH_Amy1",0.130772320732899
36,"LACSER",0.7090331,3.412222,3.58948,1.196493,2.755185,7.068174,1.268631,20.19201,0.1068799,0.7100202,0.1555716,0.3385328,0.985097,1.768321,1.534208,17.37436,1.380538,"LACSER_LW_Amy1","LACSER_LH_Amy1",0.130772320732899
36,"LACSER",0.7533477,3.678109,4.209884,1.196493,2.802316,7.622106,1.268417,22.19887,0.1397229,0.6708689,0.1352933,0.3095875,0.9593787,2.084141,1.739951,17.4146,1.457126,"LACSER_LW_Amy1","LACSER_LH_Amy1",0.130772320732899
36,"LACSER",0.6647186,3.367907,3.456537,1.196493,2.85141,6.913073,1.287511,21.78737,0.1221258,0.7446154,0.1798865,0.3606859,0.9862654,1.712692,1.521204,18.11175,1.492474,"LACSER_LW_Amy1","LACSER_LH_Amy1",0.130772320732899
36,"LACSER",0.5760894,3.899682,3.678109,1.152179,2.874976,7.954465,1.257224,20.77601,0.1436656,0.6731035,0.1452698,0.311231,0.9767486,2.351438,2.240701,17.18607,1.502293,"LACSER_LW_Amy1","LACSER_LH_Amy1",0.130772320732899
36,"LACSER",0.7976623,3.766738,3.412222,1.152179,2.880867,7.732893,1.288622,19.04274,0.1887252,0.6985714,0.179014,0.3207856,0.9856451,1.926992,1.900269,17.71989,1.512112,"LACSER_LW_Amy1","LACSER_LH_Amy1",0.130772320732899
36,"LACSER",0.620404,3.766738,4.032626,1.107864,2.882831,7.732893,1.317165,20.97453,0.08706456,0.7281746,0.1442623,0.3105135,0.9899977,1.785914,1.603323,21.69881,1.580844,"LACSER_LW_Amy1","LACSER_LH_Amy1",0.130772320732899
36,"LACSER",0.8419768,3.899682,3.367907,1.240808,3.118484,7.976623,1.334588,21.41904,0.07449518,0.6857574,0.2048103,0.316797,0.9842278,1.893374,1.711318,22.50825,1.70849,"LACSER_LW_Amy1","LACSER_LH_Amy1",0.130772320732899
36,"LACSER",0.7533477,4.254199,4.342828,1.285123,3.413052,8.707813,1.293436,21.02582,0.162161,0.6533834,0.1356245,0.3153985,0.9831059,2.174193,2.136106,18.93199,1.728127,"LACSER_LW_Amy1","LACSER_LH_Amy1",0.130772320732899
36,"LACSER",0.7090331,4.298513,5.362063,1.329437,3.629068,8.796442,1.310233,21.27992,0.1437638,0.6637931,0.1076009,0.3264111,0.982151,2.062519,2.011854,19.46593,1.783113,"LACSER_LW_Amy1","LACSER_LH_Amy1",0.130772320732899
37,"LAGMIN",0.4431457,1.949841,2.215729,0.7090331,0.816933,3.921839,1.038063,19.68885,0.08603196,0.6449612,0.1483167,0.3437335,0.9610237,2.482825,2.052292,15.7782,0.6185911,"LAGMIN_LW_Amy1","LAGMIN_LH_Amy1",0.109595477196117
37,"LAGMIN",0.5760894,2.215729,2.082785,0.7090331,1.001528,4.741659,1.091755,12.50807,0.1414003,0.6938776,0.2317815,0.2716402,0.8938306,2.127835,1.192404,14.68093,0.7599833,"LAGMIN_LW_Amy1","LAGMIN_LH_Amy1",0.109595477196117
37,"LAGMIN",0.5760894,2.171414,2.437301,0.7533477,1.08008,4.741659,1.082839,12.40302,0.278279,0.7161458,0.191788,0.2875845,0.9200368,1.992464,1.240545,15.9825,0.9111944,"LAGMIN_LW_Amy1","LAGMIN_LH_Amy1",0.109595477196117
37,"LAGMIN",0.6647186,2.392987,2.437301,0.7533477,1.12721,5.007546,1.047521,11.66518,0.2045067,0.6798235,0.1940757,0.2591119,0.9252136,1.915212,1.238687,18.16052,0.9327961,"LAGMIN_LW_Amy1","LAGMIN_LH_Amy1",0.109595477196117
37,"LAGMIN",0.6647186,2.392987,2.215729,0.7976623,1.142921,5.118333,1.047259,11.94719,0.2258465,0.6568033,0.2489675,0.2568715,0.8998801,1.813517,1.070107,17.00141,0.9465425,"LAGMIN_LW_Amy1","LAGMIN_LH_Amy1",0.109595477196117
37,"LAGMIN",0.5760894,2.304358,2.525931,0.8862914,1.341263,4.874603,0.9913727,10.293,0.1434462,0.7090291,0.1850028,0.3330365,0.963228,1.852267,1.357699,12.86913,0.9504701,"LAGMIN_LW_Amy1","LAGMIN_LH_Amy1",0.109595477196117
37,"LAGMIN",0.7090331,2.481616,2.215729,1.107864,1.924506,5.605793,1.2292,13.72852,0.381982,0.7531979,0.2647266,0.3957168,0.9677625,1.832399,1.377541,12.25705,0.9759992,"LAGMIN_LW_Amy1","LAGMIN_LH_Amy1",0.109595477196117
37,"LAGMIN",0.6647186,2.525931,2.437301,1.107864,1.969673,5.650108,1.264297,10.40697,0.1480603,0.7496496,0.2215778,0.3801005,0.9638581,1.546133,1.16502,9.948002,1.036876,"LAGMIN_LW_Amy1","LAGMIN_LH_Amy1",0.109595477196117
37,"LAGMIN",0.7976623,2.61456,2.969076,1.152179,2.19158,5.650108,1.176869,9.235213,0.3950428,0.7696552,0.1829278,0.4418619,0.9860658,1.673703,1.380235,9.493041,1.1115,"LAGMIN_LW_Amy1","LAGMIN_LH_Amy1",0.109595477196117
37,"LAGMIN",0.7090331,3.10202,2.437301,1.107864,2.338863,6.514242,1.197206,6.790444,0.1061777,0.7192029,0.2268293,0.3248844,0.9639345,2.039012,1.463722,4.606647,1.117391,"LAGMIN_LW_Amy1","LAGMIN_LH_Amy1",0.109595477196117
39,"LEPNIT",0.6647186,1.994156,1.994156,1.107864,1.610301,4.475771,1.159016,25.73822,0.4150693,0.7765151,0.3320017,0.5391578,0.9883687,1.632212,1.385092,37.65596,1.00742,"LEPNIT_LW_Amy1","LEPNIT_LH_Amy1",0.0675770111232029
39,"LEPNIT",0.6647186,1.949841,2.03847,1.196493,1.692779,4.564401,0.955891,15.07383,1.360005,0.7811637,0.3167302,0.5682068,0.9870594,1.462191,1.311735,29.23243,1.02313,"LEPNIT_LW_Amy1","LEPNIT_LH_Amy1",0.0675770111232029
39,"LEPNIT",0.7533477,1.994156,1.905527,1.152179,1.743838,4.586558,1.164418,26.11771,0.5389186,0.8072727,0.3718666,0.546103,0.9861804,1.602649,1.316666,37.17233,1.082043,"LEPNIT_LW_Amy1","LEPNIT_LH_Amy1",0.0675770111232029
39,"LEPNIT",0.8419768,2.082785,1.905527,1.152179,1.771331,4.697344,1.00344,20.52076,1.070847,0.7846107,0.3920358,0.5104488,0.97805,1.468996,1.245634,38.26075,1.16845,"LEPNIT_LW_Amy1","LEPNIT_LH_Amy1",0.0675770111232029
39,"LEPNIT",0.7533477,1.994156,2.03847,1.196493,1.838099,4.808131,0.9762302,19.14889,0.4628074,0.8181818,0.3786347,0.5555164,0.9852481,1.427163,1.271099,37.77009,1.215581,"LEPNIT_LW_Amy1","LEPNIT_LH_Amy1",0.0675770111232029
39,"LEPNIT",0.7976623,1.949841,2.082785,1.240808,1.861665,4.830288,0.9705819,18.69529,0.5395333,0.8165374,0.3593434,0.5937342,0.9870018,1.452936,1.287188,37.13365,1.225399,"LEPNIT_LW_Amy1","LEPNIT_LH_Amy1",0.0675770111232029
39,"LEPNIT",0.7976623,2.082785,1.994156,1.196493,1.897013,4.785974,1.024523,20.2422,0.2240459,0.8076923,0.3896981,0.5465818,0.9936278,1.470036,1.381398,38.75703,1.225399,"LEPNIT_LW_Amy1","LEPNIT_LH_Amy1",0.0675770111232029
39,"LEPNIT",0.8419768,1.994156,1.994156,1.285123,1.918614,4.785974,0.9633986,18.76151,0.5525794,0.799663,0.3912061,0.5993598,0.9930934,1.486405,1.351105,36.69479,1.258784,"LEPNIT_LW_Amy1","LEPNIT_LH_Amy1",0.0675770111232029
39,"LEPNIT",0.8419768,2.03847,2.1271,1.285123,1.971636,4.808131,1.006338,19.90944,0.4567938,0.7968254,0.3715836,0.6004739,0.9887475,1.489944,1.302299,37.30803,1.327516,"LEPNIT_LW_Amy1","LEPNIT_LH_Amy1",0.0675770111232029
39,"LEPNIT",0.8419768,2.082785,2.1271,1.240808,1.98931,4.918917,0.9443948,19.1159,0.7104107,0.8156199,0.3885407,0.5752844,0.9896513,1.434972,1.298495,37.19824,1.356973,"LEPNIT_LW_Amy1","LEPNIT_LH_Amy1",0.0675770111232029
41,"LOLMUL",0.7976623,4.298513,3.722424,1.196493,3.78617,8.907228,1.389549,30.39805,2.47489,0.7724359,0.1962921,0.2708461,0.9916885,1.679441,1.514557,16.94953,2.087499,"LOLMUL_LW_Amy1","LOLMUL_LH_Amy1",0.134825362489575
41,"LOLMUL",0.8419768,4.520086,4.076941,1.285123,4.202492,9.261745,1.383647,27.73344,2.849742,0.7567185,0.1918707,0.2751148,0.9953132,1.570528,1.469341,16.09207,2.340827,"LOLMUL_LW_Amy1","LOLMUL_LH_Amy1",0.134825362489575
41,"LOLMUL",0.8862914,4.564401,4.209884,1.285123,4.277115,9.30606,1.366915,27.56644,2.658707,0.7626051,0.1999084,0.2750751,0.994254,1.54226,1.387514,16.92985,2.52935,"LOLMUL_LW_Amy1","LOLMUL_LH_Amy1",0.134825362489575
41,"LOLMUL",0.8419768,4.520086,4.608716,1.462381,4.493131,9.30606,1.333511,26.39522,2.660585,0.7107788,0.1662491,0.2901143,0.9888505,1.549221,1.535097,17.78875,2.548988,"LOLMUL_LW_Amy1","LOLMUL_LH_Amy1",0.134825362489575
41,"LOLMUL",1.019235,5.184805,3.988311,1.329437,5.154926,10.59118,1.381942,31.40039,1.575651,0.7803211,0.2357188,0.2562201,0.9969479,1.513867,1.479658,19.59688,2.888722,"LOLMUL_LW_Amy1","LOLMUL_LH_Amy1",0.134825362489575
41,"LOLMUL",1.019235,5.007546,4.608716,1.418066,5.38076,10.43608,1.370577,30.79843,3.141192,0.7891705,0.2100087,0.2919098,0.9926524,1.406131,1.320021,18.13734,3.153833,"LOLMUL_LW_Amy1","LOLMUL_LH_Amy1",0.134825362489575
41,"LOLMUL",1.06355,5.450692,4.520086,1.462381,5.910981,11.63258,1.38824,27.7253,2.116487,0.7710041,0.2256296,0.2743009,0.9927859,1.375009,1.368363,18.16156,3.185253,"LOLMUL_LW_Amy1","LOLMUL_LH_Amy1",0.134825362489575
41,"LOLMUL",1.019235,5.450692,4.830288,1.462381,6.132889,11.14511,1.439657,31.37233,3.34157,0.7999488,0.1995326,0.2755953,0.9959674,1.369573,1.354254,15.33817,3.589792,"LOLMUL_LW_Amy1","LOLMUL_LH_Amy1",0.134825362489575
41,"LOLMUL",1.107864,5.495007,5.007546,1.462381,6.144671,11.2559,1.420238,31.68568,2.95054,0.7949695,0.203814,0.2872618,0.9948434,1.400121,1.358205,15.64503,3.691909,"LOLMUL_LW_Amy1","LOLMUL_LH_Amy1",0.134825362489575
41,"LOLMUL",1.240808,5.583636,5.184805,1.639639,6.706313,11.61042,1.356798,29.38383,4.115887,0.7738485,0.2435831,0.2809005,0.990935,1.448778,1.380613,16.91425,4.504914,"LOLMUL_LW_Amy1","LOLMUL_LH_Amy1",0.134825362489575
43,"LOTHUM",1.285123,2.348672,2.171414,1.905527,3.14205,6.026782,1.46196,12.77416,0.3487951,0.7673761,0.570255,0.7508262,0.9936293,1.631948,1.540307,18.47658,1.902904,"LOTHUM_LW_Amy1","LOTHUM_LH_Amy1",0.0342950382525693
