"IDnum","clean_code","H_1","H_2","L_1","L_2","LH_L_1","LH_L_2","W_1","W_2","area_LW_1","area_LW_2","Perimeter1_1","Perimeter1_2","Hue_1","Hue_2","PCof19WL_1","PCof19WL_2","texture_1","texture_2","Rectangularity1_1","Rectangularity1_2","LH_Circle_1","LH_Circle_2","LW_Circle_1","LW_Circle_2","Compactness Ellipse_1","Compactness Ellipse_2","BetaShape_a_1","BetaShape_a_2","BetaShape_b_1","BetaShape_b_2","Saturation_1","Saturation_2","LH_area_1","LH_area_2","shape_1","shape_2"
59,"THYCUR",0.837053044444444,0.158922745275764,2.07293722222222,0.130667670765168,1.95968888888889,0.196661173410287,1.58055311111111,0.073487309762374,2.331881,0.226041947451131,5.01739411111111,0.264524939815911,1.24126588888889,0.0308958182787106,18.8748977777778,1.46914868330079,0.431660166666667,0.270238861285123,0.788750688888889,0.0157642745144238,0.423695966666667,0.119511625023541,0.798384088888889,0.0256462504680725,0.990131188888889,0.00298623745809189,1.76382611111111,0.123573167282024,1.67786088888889,0.0700531804300212,35.1722566666667,4.29539698881256,1.12088272222222,0.164066165515652,0.0639266464390393,0
60,"TRIALB",0.95276329,0.140523733214946,2.2556118,0.0607249584397644,NA,NA,0.95276329,0.140523733214946,1.709668,0.244003061901098,5.0053309,0.16297292173204,1.15595766,0.185629487642258,16.015394,3.41198889133987,0.132569775,0.0494955459489056,0.85328673,0.0282720038649957,NA,NA,0.40885543,0.0673073588579213,0.99359215,0.00389905332107108,1.3283874,0.0625289736259209,1.2881102,0.072813803121844,29.184888,8.50501835015827,NA,NA,0.0790521366143158,0
61,"TRIFUC",1.6174819,0.1580623340229,2.5702451,0.144730687025132,2.5392249,0.153581235665508,2.3663981,0.120367529518231,4.4501243,0.295230402831811,7.0172122,0.28318382721076,1.3234557,0.100714037846491,7.5072708,0.865936132279306,0.87382758,0.613792332954457,0.78808843,0.0140892706012649,0.61779527,0.0663024502440655,0.89923236,0.0465988034638039,0.98742135,0.00240573388583286,1.6159668,0.111935707511847,1.49061,0.12255681579759,14.4085374,2.89896745722427,3.2231539,0.473801066403624,0.027876066852338,0
62,"TRIHIR",1.3250056,0.126121338547184,2.0118817,0.108949535195633,1.9719986,0.127498189507146,1.5421471,0.139823242529393,2.292911,0.298589747077454,4.9056229,0.326012484858905,1.3657118,0.0172630091930695,32.910379,2.51178908532654,0.184193979,0.110918373626608,0.79122663,0.0146600922956053,0.6598044,0.0545765292627395,0.75677218,0.0465216806519235,0.99692689,0.0018592646685361,1.5959778,0.0566732161446461,1.5213064,0.0408098368348722,35.640469,2.27713782808083,2.0173923,0.272656975757717,0.0221950011295135,0
63,"TRIWIL",1.1433158,0.085623829150535,2.0030186,0.20553136929227,1.9454096,0.185027717768747,1.542147,0.0929550277212947,2.3200112,0.314517459594782,5.0008993,0.369590732420801,1.1903365,0.0411163007557019,15.940127,1.53208385226752,0.204131456,0.0952300186179882,0.80176218,0.0192262196541771,0.57249377,0.0417233406970793,0.76760423,0.0389201221648205,0.99378975,0.00234029789426238,1.5632735,0.0798771580146665,1.4788222,0.0471695050849122,28.886229,2.12304548126532,1.6969034,0.252402473198043,0.0326135258038997,0
64,"TRIGRA",0.8862914,0.0511700924780612,1.9143896,0.115935256614486,2.0074502,0.110638656686028,1.0679811,0.048768411744694,1.4901173,0.148498375659691,4.3228865,0.217209411490515,0.38291345,0.101439653625134,NA,NA,NA,NA,NA,NA,0.41853807,0.0482883589944144,0.52989265,0.0268003760532178,0.9878014,0.00307177571374532,1.6815636,0.0352282181692145,1.4132865,0.0293702457495488,33.807892,7.24116932056142,1.3416552,0.0712262886639789,0.056927602072455,0
65,"UROLIN",0.6979545,0.145536186480251,12.0424825,0.746708718190319,NA,NA,0.6979545,0.145536186480251,3.647232625,0.416211619927012,24.40624875,1.51176083576582,1.127775375,0.0293991103701043,13.35088,1.18283180857273,1.76554375,0.481049116568227,0.483914475,0.11321662276469,NA,NA,0.02946662125,0.00261837921284161,0.7057840875,0.138073834984376,2.165115,0.216761338703588,1.322174,0.0700930939842558,14.49588375,0.717316549149627,NA,NA,0.205705343337396,0
66,"VELRIG",0.54063778,0.0457678768935593,1.542147,0.0686518572978506,NA,NA,0.54063778,0.0457678768935593,0.63803251,0.076025641920962,3.3213771,0.150078341350591,1.07893747,0.0663691904698767,8.0841766,0.714023195902268,0.087415251,0.0838235031715098,0.8576151,0.0377038045853613,NA,NA,0.32838816,0.0236635039849319,0.97551632,0.00770842371735117,1.3156052,0.1133574514512,1.1789032,0.123828525166233,4.7891245,0.466066664241465,NA,NA,0.0973847171370818,0
67,"VICVIL",3.3767704,0.411910942964671,4.3383964,0.547324347085224,4.2940818,0.527841704263861,4.0370574,0.471047226007046,13.8503527,3.29359784414039,12.000385,1.38487230322069,1.2435713,0.0806480152005546,4.058337,0.750032399266562,0.10652205,0.0249460512406442,0.81529379,0.0126833995032396,0.78455701,0.0884026464054788,0.93166039,0.0372616916723224,0.99716154,0.00204612801771759,1.47589,0.0926483687558022,1.4285471,0.0967880128717165,20.182764,4.92672679588521,11.1206962,2.36241907004535,0.0109056144086614,0
68,"VIODOU",1.8479175,0.141760511151927,3.6515207,0.364350945273936,3.6648149,0.324335078046849,1.9852929,0.114037622976367,5.3748692,0.766967781666479,8.3976109,0.626092832351464,1.3074117,0.0380987292732098,38.127236,1.45226507896534,1.08106285,0.416307966206611,0.76837513,0.0156710894658533,0.49195489,0.0532187909020332,0.53299939,0.0500481844815452,0.98702186,0.00397578655200593,1.6989309,0.129902064188928,1.4421806,0.0817238093787714,25.5723,1.24929175926024,4.950496,0.780979675412164,0.0529643099062228,0
69,"VULMIC",0.664718566666667,0.0913568215812043,9.62118588888889,2.23299353716756,8.62656933333333,1.20467127112731,1.08324506666667,0.217221726849641,4.39559666666667,1.09590360352177,18.9370944444444,4.61306560372577,1.24243166666667,0.0589524575187498,37.7330844444444,1.28429829008988,0.207125355555556,0.112576867030178,0.456596411111111,0.0866502497563545,0.05902704,0.00785785984314272,0.09168017,0.0211362542419914,0.742833644444444,0.14756669151261,5.98282844444444,1.6962202346502,2.15851022222222,0.80884557751832,16.8001355555556,1.41709406164615,2.98538411111111,0.652948846098882,0.19062819918567,0
71,"ZIGFRE",0.58495235,0.0686518214366968,1.02366662,0.0989802285978119,NA,NA,0.58495235,0.0686518214366968,0.44577833,0.0702888600776357,2.4572429,0.222665594110416,1.07857,0.0625777947376082,10.4153802,1.87311118006705,0.45862807,0.340100302098004,0.84320458,0.0466604395986531,NA,NA,0.51748376,0.0620590489280295,0.96966174,0.00818502769237153,1.220733,0.0999901149892106,1.1442064,0.101401338561404,13.997829,2.63526680519133,NA,NA,0.0458173951867573,0
