"IDnum","clean_code","H_1","H_2","L_1","L_2","LH_L_1","LH_L_2","W_1","W_2","area_LW_1","area_LW_2","Perimeter1_1","Perimeter1_2","Hue_1","Hue_2","PCof19WL_1","PCof19WL_2","texture_1","texture_2","Rectangularity1_1","Rectangularity1_2","LH_Circle_1","LH_Circle_2","LW_Circle_1","LW_Circle_2","Compactness Ellipse_1","Compactness Ellipse_2","BetaShape_a_1","BetaShape_a_2","BetaShape_b_1","BetaShape_b_2","Saturation_1","Saturation_2","LH_area_1","LH_area_2","shape_1","shape_2"
40,"LINDIC",0.70017023,0.0619700117710359,1.3161428,0.138647838588594,NA,NA,0.70017023,0.0619700117710359,0.64019267,0.100747914326204,2.9934492,0.252297032009583,0.56479618,0.169008578861533,11.835427,0.996536730170488,0.205066826,0.161076509624633,0.7694816,0.04358315659801,NA,NA,0.47297012,0.0476976877540154,0.95236607,0.0301738954773475,1.5792558,0.336535442003034,1.3599501,0.245405101662288,8.8906219,2.03593315664616,NA,NA,0.0510326920986906,0
41,"LOLMUL",0.98378343,0.139823212244399,5.0075464,0.490806050361874,4.4757717,0.469446358551823,1.4003405,0.127412416190059,5.2189448,0.995188022148333,10.3452363,1.06444491645657,1.3831074,0.0302162906731525,29.445911,1.9442096316467,2.7885251,0.689315741921001,0.77118008,0.0252553623231362,0.20726071,0.0227032092564735,0.27773387,0.0105177736312344,0.99342382,0.00250079874164681,1.4854929,0.101933785363561,1.4167623,0.0756359295911818,17.155343,1.2997496583834,3.0521087,0.732322187257016,0.134825362489575,0
42,"LOMMAR",5.4241036,0.67212868825582,9.2794706,0.929362093677785,NA,NA,5.4241036,0.67212868825582,40.092163,8.67841200246918,22.228189,2.74183469854868,1.2336789,0.0356181700741817,27.825987,2.2324968742596,1.09737859,0.440053449609563,0.79837748,0.0191276069839614,NA,NA,0.57899648,0.0487708850124015,0.99811491,0.00159785118793266,1.4765619,0.0613017335652101,1.4545112,0.0548823220653872,25.029046,2.88188379749234,NA,NA,0.0409206308169273,0
43,"LOTHUM",1.3826146,0.18187581370338,2.4195756,0.141991048533349,2.3619666,0.141760396531299,2.0783535,0.149841640632332,3.8036478,0.507683994257101,6.4189656,0.478087680589427,1.4075464,0.0719543328479946,11.572741,1.39970464243663,0.33090038,0.0734888087416157,0.80687543,0.0236489220974962,0.56532925,0.0770517265224292,0.82949593,0.0407240852927506,0.99350528,0.00296437820716436,1.5236324,0.101240076869236,1.4463669,0.109567557699906,17.280546,3.50516583813155,2.3033189,0.449426542531566,0.0342950382525693,0
44,"MEDPOL",1.1521788,0.106518893781338,3.1108829,0.227692434517584,3.0887256,0.239143679779983,1.8567804,0.117152198614736,4.4147766,0.538396238738141,7.3274143,0.528280620564288,1.3296528,0.0578745117297378,23.687946,3.38665605553849,0.073094137,0.0342400958723817,0.7926178,0.0245648718857731,0.35426018,0.0449373239052349,0.57026435,0.0289272684192326,0.97733158,0.0173750587578095,1.3430938,0.0827249705829839,1.3189023,0.0861519300964549,38.215568,2.80419281100759,2.7805177,0.3616599443698,0.0703588945372101,0
45,"MICCAL",0.98378355,0.185440056565495,2.5658136,0.226394960829373,2.5746767,0.262126861853844,1.6839538,0.147715300000297,2.8926496,0.426077815829769,6.1331366,0.549214662042529,-0.8205739,1.18168789903825,37.932685,7.98168571319541,1.69248462,0.718057286921299,0.71686143,0.0258694494078354,0.33674362,0.0532759297567297,0.61925774,0.0486500129824397,0.96387469,0.011641358422018,1.9130545,0.207359732592233,1.4882769,0.157390303649134,12.5580236,4.47694553944448,1.7485508,0.411313075700196,0.0683423714286345,0
46,"MICDOU",1.00024304285714,0.391256036519467,6.22936242857143,0.529836964148362,NA,NA,1.00024304285714,0.391256036519467,3.36451828571429,0.709319990572124,13.3924957142857,1.62232181981933,0.196024524285714,0.198938131054362,NA,NA,NA,NA,NA,NA,NA,NA,0.126038495714286,0.0312910505274399,0.9124945,0.0812004547443342,2.12107614285714,0.31177983026939,1.70997042857143,0.26624887509237,38.1945171428571,1.34215666785109,NA,NA,0.166405576274013,0
47,"MIMDOU",0.41655697,0.0598201161405138,0.97935201,0.15695397838771,0.96162621,0.147789084922086,0.6115411,0.115935277849602,0.4379232,0.174505408721646,2.2511802,0.407918782026194,1.2178378,0.0504054006978529,17.319935,1.37467275664873,0.086766652,0.0591144874243711,0.809534,0.0284268157453095,0.41033916,0.0572519147046765,0.58887589,0.0570324887112883,0.98098381,0.00675938450541994,1.7015192,0.162924822159588,1.4254768,0.146944604832948,24.369299,0.817164616632822,0.29515633,0.0734140854592337,0.0595371442069219,0
48,"MIMGUT",0.38110532,0.0520158928894451,0.54950069,0.0667175937107455,NA,NA,0.38110532,0.0520158928894451,0.15081841,0.0316352534346468,1.3139268,0.13540346718341,0.96717429,0.0833935761912877,10.8619017,1.5009306362645,0.090246422,0.118822870651384,0.90179714,0.0725761132198956,NA,NA,0.66462193,0.0395709674886933,0.98230325,0.0128348025166169,1.4311939,0.156367905626762,1.3359493,0.130220294131863,18.011868,3.14097376762826,NA,NA,0.0244375320031869,0
49,"NASPUL",1.04582383,0.132450365766435,6.2971005,0.375121204927228,NA,NA,1.1211586,0.0592703353742644,5.2735378,0.511893281014662,12.820204,0.701859095532873,1.0797152,0.0135823297199789,20.11833,1.17403155571825,0.73422656,0.253205432921383,0.78258047,0.0237170004854956,NA,NA,0.16992451,0.00866162048854985,0.99046347,0.00552839894284252,1.5370535,0.0585487341816864,1.4973761,0.0867653313797241,24.73184,1.76806594555243,NA,NA,0.157700786192583,0
50,"NAVJEP",0.94390033,0.0754649564221411,2.1847085,0.143291234416136,NA,NA,0.94390033,0.0754649564221411,1.4268834,0.204550233577748,4.5754794,0.326689408043515,1.3532809,0.0450698017535023,37.832402,2.29169094975159,0.80341907,0.393973130405869,0.73873037,0.0367587710653616,NA,NA,0.42212525,0.0265389850960285,0.98666127,0.00673307643966212,1.7746638,0.184386689082,1.6253748,0.177228706040654,10.6727729,1.48169705093889,NA,NA,0.07445128279767,0
51,"PETPRO",0.66028711,0.0607251538518238,1.2053562,0.074738627364971,1.01037225,0.128435914324955,0.70903314,0.0660602606091203,0.51019034,0.082092421515241,2.6921101,0.21181821511457,1.08804809,0.0927299171433836,8.300277,1.11536340453913,0.195890449,0.154147386104113,0.67824619,0.0388663254627805,0.63730711,0.0539378336806663,0.49651231,0.0594830210488197,0.89071208,0.0438103768007535,1.9960001,0.181145873711677,1.2683513,0.109377271187645,11.2225714,0.992644963553681,0.43458477,0.0690405702495287,0.0440422393229814,0
52,"PHLGRA",0.88629139,0.0910577441850981,2.8272694,0.309003869833085,2.782955,0.292312044954626,1.7371311,0.209735024607744,3.6661831,0.744463632806339,6.5208891,0.714478691032443,1.1659364,0.061247681872142,18.122561,1.41927320038932,0.231105283,0.184972515474545,0.77648109,0.0321471876680596,0.29886577,0.0437259433166284,0.60561448,0.0564409742759204,0.99451136,0.00171731081778718,1.6178999,0.0955215251081603,1.4582292,0.0670426377345044,21.13348,2.83815707911548,1.714381,0.271526039363938,0.0825818379198115,0
54,"RIGLEP",0.62926691,0.144428945361843,5.3487687,0.36185708142766,NA,NA,0.62926691,0.144428945361843,2.0327098,0.39863247936687,10.9058157,0.709862563197514,1.2634334,0.0677042570320853,NA,NA,NA,NA,NA,NA,NA,NA,0.08919609,0.0143132046267253,0.90467484,0.0530658160776303,1.525992,0.188542181474951,1.4129774,0.129325202687042,12.4475387,1.6085529417845,NA,NA,0.179505174671448,0
55,"SIDDIP",2.1403938,0.144806154938862,2.8272697,0.0997488558275231,NA,NA,2.2068658,0.144428966498953,4.5304431,0.37891183482718,7.280884,0.202321457850839,1.3800815,0.0646823355729109,20.92946,1.41575144126518,0.4222893,0.118963746586354,0.78260476,0.0135784709922403,NA,NA,0.74772607,0.0547922627271619,0.98161251,0.00764007843349065,1.6816714,0.124191846730237,1.4107539,0.049518223297534,26.36955,1.78249659798335,NA,NA,0.0141581766228091,0
56,"SILGAL",0.6735815,0.0619700228947657,0.90401724,0.0814445537875813,0.89072285,0.0967506281113605,0.66471857,0.0886291555555576,0.47071834,0.0884309770091052,2.3929869,0.191460766766951,0.89095135,0.169473229546945,9.9715766,0.612080357153499,0.051207103,0.0287554158010866,0.88186914,0.061536207325628,0.65260244,0.0828765563429021,0.69755433,0.0447722262821259,0.97101484,0.00795081259986815,1.216232,0.0896940218595048,1.1522246,0.0804163416037644,6.4519313,1.13276864068461,0.43674494,0.0969028688422266,0.0172385670557757,0
57,"SISBEL",1.5864616,0.0636520780414079,2.02296035,0.0816804856423233,NA,NA,1.69060085,0.135083939462323,2.5712768,0.235299731210753,5.2302272,0.224753987222661,1.37796915,0.0443439147777733,NA,NA,NA,NA,NA,NA,NA,NA,0.830150165,0.0845052943913437,0.994725625,0.00298347612056368,1.52618165,0.0976185942303137,1.47484705,0.0814345649964145,3.0773747,0.810667415713945,NA,NA,0.0113789787810636,0
58,"TAECAP",0.85970267,0.0984275971081626,7.7195984,0.551830531415458,7.4537108,0.503446761823112,1.2275138,0.12367583723392,6.6599675,1.00433392456087,15.625318,1.11882864034767,1.2866407,0.0262276123327645,30.287136,2.52179565629643,1.7594912,0.611222647519216,0.73083986,0.020460583529324,0.106398932,0.00941339496661339,0.1523228,0.0130206816175908,0.98508456,0.00772187545630379,1.9470687,0.232904869783566,1.6085775,0.116725001851217,22.517072,1.80012094185548,4.0491204,0.700858212639364,0.172399775421879,0
