"","species","PC1","PC2","PC3","PC4","PC5","PC6","PC7","PC8","PC9","PC10","PC11"
"ZIGFRE","ZIGFRE","1.27622341130559","-1.52337587183856","1.65518408506828","0.98155430688857","-2.22654610613886","-0.0409937167102823","-0.312253914803731","0.631622673383147","0.496099980423527","0.639653505685377","0.216539816203217"
"RIGLEP","RIGLEP","-1.00787357997674","-1.31398146729101","-0.779165499025059","-0.730879539953775","0.447848377389683","0.0121636259377306","0.245227274799907","0.20969514599051","0.0372013020163142","-0.619728974049658","-0.204093760098516"
"SIDDIP","SIDDIP","-0.428005946018291","0.569862180089967","0.568883560910075","1.68505899232553","1.77220792196397","-0.696156134757574","0.542563522728184","-0.858056224244761","1.33069692203663","0.850867307071766","-0.0305180923607332"
"ANCFIL","ANCFIL","1.18125144725279","-0.744697354120662","-0.908688784330383","-0.54689060694215","-0.049697806316799","-0.505850993004746","-0.652613835943242","-0.297277200565345","-0.508163840322514","-0.411372670267396","-0.0477646931433171"
"ATHPUS","ATHPUS","-0.0496631856838017","-0.621405884947761","0.445732523950758","0.274148398106934","0.586241462736613","-0.281692252325341","0.396065614980893","0.566328171400418","-0.656569218205091","-0.613079957628547","-0.55807253348181"
"BROMAD","BROMAD","-2.73073913078137","-0.56675570246256","0.69504735743985","-0.430546975611705","-0.600196413828949","-1.1965934796313","-1.42558304716397","-0.0709568619065998","-0.161028757590399","-0.0151286546750113","-0.456772235948705"
"CASATT","CASATT","2.41376150466694","-1.2461218171189","-0.32780206219304","-0.132860738351293","-0.42929830839216","0.669722694293581","-0.730712569646932","0.429924092709998","1.0246950237827","0.130790400667581","0.0084464882355335"
"CENTRI","CENTRI","4.12046243011889","-0.686048660735518","1.09985974425631","-0.71065260120035","0.0970866249147754","0.61254631753576","-0.329103859365734","0.34432111740964","-0.0722325835133404","0.161003726104333","-0.161577853945624"
"EPIBRA","EPIBRA","0.694793386651524","-1.08534308580745","-0.564408141520385","0.722166319685764","0.670040890156373","-1.06073082457232","-0.340913593326032","0.466399618174849","0.517670498813807","0.239699488028244","0.202568166354328"
"ERILAN","ERILAN","-0.351031030919813","-2.38237624116313","-2.3170023140361","0.905001131056573","-0.519010724461965","0.91242387359463","-0.0738960970719695","-0.334473779550402","-0.539157304244117","1.24062159520552","0.175842480377865"
"EUPCRE","EUPCRE","1.47852357452716","0.759801004458661","-0.309799360334117","0.906835438627305","-0.357255385473732","0.352932694264374","-0.38233188629001","-0.223834730089082","0.343248780052098","0.0773464307969717","-0.401298557561776"
"FILCAL","FILCAL","2.56759121610746","-2.03416542288043","0.92684962640216","-0.770190309301823","0.108274267555073","0.588154615986489","-1.39445910086322","-0.353021833767214","-0.697734477140805","-0.531869957431279","0.193931442133479"
"LEPNIT","LEPNIT","0.456878955698949","-0.698395679827356","-1.10991384986365","2.24724364271322","-0.45752957624195","-1.46171678587381","0.0701147609651792","-1.42826101245147","-0.649011531190975","-0.1236622785624","0.15953374540914"
"MICCAL","MICCAL","-1.16067463436557","0.167398337344855","-0.415471977489559","1.39987745394316","-0.10839456678007","1.53426871285545","-0.356288407878329","-0.118663856103345","-0.872531515573928","0.138014453119831","-0.0208432296096742"
"NAVJEP","NAVJEP","0.0494094028777699","-0.350300779952128","-0.440124485182291","0.708678044930982","0.5898633669089","-0.0561445955670886","-0.742118730941281","-0.129675571429084","-0.636436238012331","0.267964464358942","0.126618092757443"
"SILGAL","SILGAL","2.09856669143664","0.775972083513631","1.76087011668211","-1.09872357374075","-1.49398086598156","-0.00881534940458299","0.905613205083646","-0.0823122173826394","0.0919552331815401","0.796784859303929","0.0157218466816127"
"TRIHIR","TRIHIR","0.492408608687192","2.4833578165283","-0.160196714265419","-0.99734407039661","1.06692796402233","0.874908657544952","-0.0431637623884188","-0.173304520581393","-0.592303002093918","0.330423112669851","0.0477743785217824"
"VELRIG","VELRIG","1.32315364253611","-0.320516475931847","0.80750062108855","-0.978049174635049","0.209033932503446","-0.264148097835122","0.527278502474181","-0.492999408702858","-1.29104339247967","-1.34443278743124","-0.379730749716855"
