"","species","PC1","PC2","PC3","PC4","PC5","PC6","PC7","PC8","PC9","PC10","PC11","SCT","Mass","Carbon","N","CN","Length","W","area","Shape","Intensity","P","Texture","Fit_rect","Compact","germ_is_disp","lump_dispcat","mucilage","Starch","annual","family","Functional.group","how3d","SCTmm","SCTperL","SCP","SCTperW","SCTperMass","Disp","SA_2D","origin"
"16","FRIPUR",-1.23638676300431,0.128312421202803,-0.0980969385015128,-0.890458585337563,-1.87775545537906,-0.984870992273058,1.57027942829568,-0.733677321670872,0.855072317453969,0.284005549172281,0.414582552464423,0.948683298050514,1.67883803431668,0.454314349347757,30.2131721285396,15.0369629317607,2.03858246313864,5.6988539,3.42755748127176,-2.37992061726922,19.242952,2.93858429495371,-2.69569719463077,0.76268121,2.62452810405701,0,5,0,0,"bulb","LILIACEAE","Forb",0.63908138930938,0.01125,0.0382739869010736,0.470304461433783,0.0444306328940669,0.0458164266207117,2,-0.488973186318048,"Native"
"17","GALAPA",0.737135406029002,-1.0715264835074,1.3224589781156,-1.35827648962235,-0.565345115355292,1.3376925608806,-0.136613145898183,-0.0539069822199912,-0.190264471624009,-0.910327419167208,-0.0733716566584276,1.04163333279998,-1.89472286028616,0.47180349062702,26.0116354234001,18.1381709741551,-0.0391294901142292,0.62040399,-0.806172910162663,-3.51415682184475,12.6964889,0.842464886072897,-0.461375661438228,0.84598626,2.66112485173871,0,4,0,0,"annual","Rubiaceae","Forb",0,0.0135625,0.118759055897733,-0.232481373593262,0.147853831881924,0.300333458375419,2,1.64863779623556,"Native"
"18","GALMUR",0.416460479194843,-1.33065420943532,1.11581713621903,-1.29331862868052,-0.742618856059672,1.23626779758752,-0.138548310118557,0.229272814961262,-0.351713405641763,-0.775746730828284,-0.0794656557391891,1,-1.92751046620995,0.457488702388638,27.0916720464816,16.886691290361,0.0903613728158217,0.68687586,-0.583909261754773,-3.23408747410925,18.059156,0.987853152573435,-0.244986442283546,0.83411066,2.63518808776017,0,4,0,0,"annual","Rubiaceae","Forb",0,0.0125,0.10686445708545,-0.0697245566789078,0.134901220758838,0.293095119056109,2,1.57176241432821,"Non-Native"
"19","GILCAP",0.417502249309917,-0.116158428646331,-0.874217526715353,-1.43590104325534,1.56627869387382,-0.664296988612891,0.404374247854345,0.162763931520985,-0.146417321783369,0.243177713895081,-0.00262764663650646,1.84390889145858,0.263248488810514,0.483361618798956,25.4895561357702,18.9631241997439,0.748489688306634,1.3028482,0.707822913253542,-2.99409267546784,13.222789,1.58766840690048,-0.894615740898308,0.78267735,2.6957116699962,0,2,1,0,"annual","Polemoniaceae","Forb",0.239187267398149,0.0425,0.141795351759443,1.78074073040443,0.180612396987759,0.180730221973346,0,0.879845493646936,"Native"
"20","GILTRI",1.14398060949594,-1.42260320817153,0.493791822587048,-1.40229258828524,0.725796102396873,-0.671997349233231,0.133907526843644,1.51586333472601,0.392291642695072,0.634481648430564,0.0682072156705317,0.547722557505166,-0.957568559437174,0.448650154798762,28.4613003095975,15.7635157184815,0.301284858625074,0.86413413,-0.167471668202674,-3.39952861921195,18.732731,1.16161228313025,-0.503125100711392,0.78919758,2.66097160197137,0,2,1,0,"annual","Polemoniaceae","Forb",0,0.00375,0.0526735341004021,1.78484226799345,0.065875671415021,0.0988437024260098,0,1.32908395133292,"Native"
"21","HOLVIR",0.468407051264482,1.19215444604276,-2.71351880681306,0.43000879675853,0.708365988994893,0.248865088631523,-0.20835981146076,-0.958405484835245,-0.335156813241196,-0.3912507748632,-0.0923735567081996,2.96647939483827,0.64257730864977,0.556614654002714,42.072591587517,13.2298637426429,1.2504712588193,1.6041876,1.32735323861044,-2.67588103869234,8.0783162,2.07178169229508,-1.30020301723095,0.72514003,2.59688938916408,0,2,0,0,"annual","Asteraceae","Forb",0.0380669930815803,0.11,0.177484306864805,-0.436417162375974,0.261859759738852,0.240526234814038,0,0.744428453684639,"Native"
"22","LACSER",0.410323194940458,-1.27399715859092,-0.450367407408921,-0.784132235157904,-2.01107735971267,-0.812552053858543,0.370712171846331,-1.77722213079481,0.661711188767877,-0.394020152151439,0.16373204683132,0.806225774829855,-0.498403103767433,0.57010355540214,43.8280980324474,13.0077183586674,1.27243634374138,1.11894288,0.970596438388775,-2.0342974775446,20.6608395,1.98844255655639,-2.33509289225609,0.695229945,2.66143964150888,0,3,0,0,"annual","Asteraceae","Forb",0.5026039656554,0.008125,0.047709585506875,0.215874396556447,0.0852133670999535,0.115648111081452,2,1.01784611816761,"Non-Native"
"23","LAGMIN",1.11086306330444,-1.05906078859052,-0.993463551373518,0.575384879763822,-0.647969354298831,-0.469643415184694,-0.143460223092024,0.00327395021360133,-0.00182049503641532,0.770274296606128,0.0823348922255832,1.09544511501033,-1.09654775461923,0.512894736842105,49.0853658536585,10.4490356325597,0.881759036872278,0.90844863,0.40109269636601,-2.21095917177849,11.8666457,1.64530473835931,-1.55553064395559,0.70923461,2.57148452930381,0,7,0,0,"annual","Asteraceae","Forb",0.373175669020514,0.015,0.0788086861883931,-0.17003949713591,0.128497726078453,0.211913170434511,0,1.2442120419933,"Native"
"24","LINDIC",1.73744071427288,-0.895436022848996,-0.174953746679567,0.248249504189719,0.399119267863159,0.385004438553253,-0.0883390483533139,-0.561722775129309,0.344815351404419,0.49193842712681,-0.033626387145674,1.18321595661992,-1.45703876564565,0.535685295035904,31.0615048392132,17.2459543672731,0.27470533765457,0.70017023,-0.445986101058937,-2.97528883008141,11.835427,1.09642630113739,-1.58441937247602,0.7694816,2.5918348728539,0,2,0,0,"annual","Polemoniaceae","Forb",0,0.0175,0.1153101449846,-0.408098173387182,0.158094660995448,0.274101222343421,0,1.54241240219633,"Native"
"25","LOLMUL",-3.4307909724981,-0.332186759887447,1.16787679842235,-0.354601522163765,0.352610745904271,0.170935204936328,-1.22748888838025,-0.634286578014187,-0.412522077145789,-0.688925028803243,-0.153478297044732,1.54919333848297,0.809284418188988,0.416038961038961,17.1969696969697,24.1925739458779,1.69860791086434,1.41024605882353,1.7393187985898,-1.97339010387793,30.3076164705882,2.43274875573566,1.06366243924159,0.769973841176471,2.68946621591085,0,3,0,1,"annual","Poaceae","Grass",0.473045638929422,0.03,0.0740819842261893,-0.763451001845815,0.145852265727916,0.115565113138075,2,0.693429957145867,"Non-Native"
